Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Feb-2011,2011,2,Average Weight in Pounds,Cattle,"1,289.00",Federally Inspected,Live,Red Meat
Jan-2011,2011,1,Average Weight in Pounds,Cattle,"1,304.00",Federally Inspected,Live,Red Meat
Dec-2010,2010,12,Average Weight in Pounds,Cattle,"1,307.00",Federally Inspected,Live,Red Meat
Nov-2010,2010,11,Average Weight in Pounds,Cattle,"1,302.00",Federally Inspected,Live,Red Meat
Oct-2010,2010,10,Average Weight in Pounds,Cattle,"1,301.00",Federally Inspected,Live,Red Meat
Sep-2010,2010,9,Average Weight in Pounds,Cattle,"1,292.00",Federally Inspected,Live,Red Meat
Aug-2010,2010,8,Average Weight in Pounds,Cattle,"1,279.00",Federally Inspected,Live,Red Meat
Jul-2010,2010,7,Average Weight in Pounds,Cattle,"1,275.00",Federally Inspected,Live,Red Meat
Jun-2010,2010,6,Average Weight in Pounds,Cattle,"1,263.00",Federally Inspected,Live,Red Meat
May-2010,2010,5,Average Weight in Pounds,Cattle,"1,251.00",Federally Inspected,Live,Red Meat
Apr-2010,2010,4,Average Weight in Pounds,Cattle,"1,255.00",Federally Inspected,Live,Red Meat
Mar-2010,2010,3,Average Weight in Pounds,Cattle,"1,275.00",Federally Inspected,Live,Red Meat
Feb-2010,2010,2,Average Weight in Pounds,Cattle,"1,287.00",Federally Inspected,Live,Red Meat
Jan-2010,2010,1,Average Weight in Pounds,Cattle,"1,293.00",Federally Inspected,Live,Red Meat
Dec-2009,2009,12,Average Weight in Pounds,Cattle,"1,299.00",Federally Inspected,Live,Red Meat
Nov-2009,2009,11,Average Weight in Pounds,Cattle,"1,301.00",Federally Inspected,Live,Red Meat
Oct-2009,2009,10,Average Weight in Pounds,Cattle,"1,315.00",Federally Inspected,Live,Red Meat
Sep-2009,2009,9,Average Weight in Pounds,Cattle,"1,313.00",Federally Inspected,Live,Red Meat
Aug-2009,2009,8,Average Weight in Pounds,Cattle,"1,296.00",Federally Inspected,Live,Red Meat
Jul-2009,2009,7,Average Weight in Pounds,Cattle,"1,284.00",Federally Inspected,Live,Red Meat
Jun-2009,2009,6,Average Weight in Pounds,Cattle,"1,272.00",Federally Inspected,Live,Red Meat
May-2009,2009,5,Average Weight in Pounds,Cattle,"1,266.00",Federally Inspected,Live,Red Meat
Apr-2009,2009,4,Average Weight in Pounds,Cattle,"1,278.00",Federally Inspected,Live,Red Meat
Mar-2009,2009,3,Average Weight in Pounds,Cattle,"1,307.00",Federally Inspected,Live,Red Meat
Feb-2009,2009,2,Average Weight in Pounds,Cattle,"1,314.00",Federally Inspected,Live,Red Meat
Jan-2009,2009,1,Average Weight in Pounds,Cattle,"1,309.00",Federally Inspected,Live,Red Meat
Dec-2008,2008,12,Average Weight in Pounds,Cattle,"1,306.00",Federally Inspected,Live,Red Meat
Nov-2008,2008,11,Average Weight in Pounds,Cattle,"1,305.00",Federally Inspected,Live,Red Meat
Oct-2008,2008,10,Average Weight in Pounds,Cattle,"1,306.00",Federally Inspected,Live,Red Meat
Sep-2008,2008,9,Average Weight in Pounds,Cattle,"1,300.00",Federally Inspected,Live,Red Meat
Aug-2008,2008,8,Average Weight in Pounds,Cattle,"1,286.00",Federally Inspected,Live,Red Meat
Jul-2008,2008,7,Average Weight in Pounds,Cattle,"1,275.00",Federally Inspected,Live,Red Meat
Jun-2008,2008,6,Average Weight in Pounds,Cattle,"1,263.00",Federally Inspected,Live,Red Meat
May-2008,2008,5,Average Weight in Pounds,Cattle,"1,253.00",Federally Inspected,Live,Red Meat
Apr-2008,2008,4,Average Weight in Pounds,Cattle,"1,261.00",Federally Inspected,Live,Red Meat
Mar-2008,2008,3,Average Weight in Pounds,Cattle,"1,278.00",Federally Inspected,Live,Red Meat
Feb-2008,2008,2,Average Weight in Pounds,Cattle,"1,287.00",Federally Inspected,Live,Red Meat
Jan-2008,2008,1,Average Weight in Pounds,Cattle,"1,294.00",Federally Inspected,Live,Red Meat
Dec-2007,2007,12,Average Weight in Pounds,Cattle,"1,305.00",Federally Inspected,Live,Red Meat
Nov-2007,2007,11,Average Weight in Pounds,Cattle,"1,307.00",Federally Inspected,Live,Red Meat
Oct-2007,2007,10,Average Weight in Pounds,Cattle,"1,303.00",Federally Inspected,Live,Red Meat
Sep-2007,2007,9,Average Weight in Pounds,Cattle,"1,292.00",Federally Inspected,Live,Red Meat
Aug-2007,2007,8,Average Weight in Pounds,Cattle,"1,281.00",Federally Inspected,Live,Red Meat
Jul-2007,2007,7,Average Weight in Pounds,Cattle,"1,271.00",Federally Inspected,Live,Red Meat
Jun-2007,2007,6,Average Weight in Pounds,Cattle,"1,251.00",Federally Inspected,Live,Red Meat
May-2007,2007,5,Average Weight in Pounds,Cattle,"1,234.00",Federally Inspected,Live,Red Meat
Apr-2007,2007,4,Average Weight in Pounds,Cattle,"1,236.00",Federally Inspected,Live,Red Meat
Mar-2007,2007,3,Average Weight in Pounds,Cattle,"1,261.00",Federally Inspected,Live,Red Meat
Feb-2007,2007,2,Average Weight in Pounds,Cattle,"1,276.00",Federally Inspected,Live,Red Meat
Jan-2007,2007,1,Average Weight in Pounds,Cattle,"1,292.00",Federally Inspected,Live,Red Meat
Dec-2006,2006,12,Average Weight in Pounds,Cattle,"1,303.00",Federally Inspected,Live,Red Meat
Nov-2006,2006,11,Average Weight in Pounds,Cattle,"1,297.00",Federally Inspected,Live,Red Meat
Oct-2006,2006,10,Average Weight in Pounds,Cattle,"1,294.00",Federally Inspected,Live,Red Meat
Sep-2006,2006,9,Average Weight in Pounds,Cattle,"1,287.00",Federally Inspected,Live,Red Meat
Aug-2006,2006,8,Average Weight in Pounds,Cattle,"1,278.00",Federally Inspected,Live,Red Meat
Jul-2006,2006,7,Average Weight in Pounds,Cattle,"1,275.00",Federally Inspected,Live,Red Meat
Jun-2006,2006,6,Average Weight in Pounds,Cattle,"1,266.00",Federally Inspected,Live,Red Meat
May-2006,2006,5,Average Weight in Pounds,Cattle,"1,246.00",Federally Inspected,Live,Red Meat
Apr-2006,2006,4,Average Weight in Pounds,Cattle,"1,241.00",Federally Inspected,Live,Red Meat
Mar-2006,2006,3,Average Weight in Pounds,Cattle,"1,271.00",Federally Inspected,Live,Red Meat
Feb-2006,2006,2,Average Weight in Pounds,Cattle,"1,286.00",Federally Inspected,Live,Red Meat
Jan-2006,2006,1,Average Weight in Pounds,Cattle,"1,288.00",Federally Inspected,Live,Red Meat
Dec-2005,2005,12,Average Weight in Pounds,Cattle,"1,283.00",Federally Inspected,Live,Red Meat
Nov-2005,2005,11,Average Weight in Pounds,Cattle,"1,287.00",Federally Inspected,Live,Red Meat
Oct-2005,2005,10,Average Weight in Pounds,Cattle,"1,283.00",Federally Inspected,Live,Red Meat
Sep-2005,2005,9,Average Weight in Pounds,Cattle,"1,277.00",Federally Inspected,Live,Red Meat
Aug-2005,2005,8,Average Weight in Pounds,Cattle,"1,268.00",Federally Inspected,Live,Red Meat
Jul-2005,2005,7,Average Weight in Pounds,Cattle,"1,255.00",Federally Inspected,Live,Red Meat
Jun-2005,2005,6,Average Weight in Pounds,Cattle,"1,247.00",Federally Inspected,Live,Red Meat
May-2005,2005,5,Average Weight in Pounds,Cattle,"1,224.00",Federally Inspected,Live,Red Meat
Apr-2005,2005,4,Average Weight in Pounds,Cattle,"1,220.00",Federally Inspected,Live,Red Meat
Mar-2005,2005,3,Average Weight in Pounds,Cattle,"1,239.00",Federally Inspected,Live,Red Meat
Feb-2005,2005,2,Average Weight in Pounds,Cattle,"1,257.00",Federally Inspected,Live,Red Meat
Jan-2005,2005,1,Average Weight in Pounds,Cattle,"1,265.00",Federally Inspected,Live,Red Meat
Dec-2004,2004,12,Average Weight in Pounds,Cattle,"1,271.00",Federally Inspected,Live,Red Meat
Nov-2004,2004,11,Average Weight in Pounds,Cattle,"1,272.00",Federally Inspected,Live,Red Meat
Oct-2004,2004,10,Average Weight in Pounds,Cattle,"1,270.00",Federally Inspected,Live,Red Meat
Sep-2004,2004,9,Average Weight in Pounds,Cattle,"1,268.00",Federally Inspected,Live,Red Meat
Aug-2004,2004,8,Average Weight in Pounds,Cattle,"1,254.00",Federally Inspected,Live,Red Meat
Jul-2004,2004,7,Average Weight in Pounds,Cattle,"1,241.00",Federally Inspected,Live,Red Meat
Jun-2004,2004,6,Average Weight in Pounds,Cattle,"1,226.00",Federally Inspected,Live,Red Meat
May-2004,2004,5,Average Weight in Pounds,Cattle,"1,206.00",Federally Inspected,Live,Red Meat
Apr-2004,2004,4,Average Weight in Pounds,Cattle,"1,201.00",Federally Inspected,Live,Red Meat
Mar-2004,2004,3,Average Weight in Pounds,Cattle,"1,219.00",Federally Inspected,Live,Red Meat
Feb-2004,2004,2,Average Weight in Pounds,Cattle,"1,235.00",Federally Inspected,Live,Red Meat
Jan-2004,2004,1,Average Weight in Pounds,Cattle,"1,253.00",Federally Inspected,Live,Red Meat
Dec-2003,2003,12,Average Weight in Pounds,Cattle,"1,247.00",Federally Inspected,Live,Red Meat
Nov-2003,2003,11,Average Weight in Pounds,Cattle,"1,240.00",Federally Inspected,Live,Red Meat
Oct-2003,2003,10,Average Weight in Pounds,Cattle,"1,234.00",Federally Inspected,Live,Red Meat
Sep-2003,2003,9,Average Weight in Pounds,Cattle,"1,229.00",Federally Inspected,Live,Red Meat
Aug-2003,2003,8,Average Weight in Pounds,Cattle,"1,227.00",Federally Inspected,Live,Red Meat
Jul-2003,2003,7,Average Weight in Pounds,Cattle,"1,227.00",Federally Inspected,Live,Red Meat
Jun-2003,2003,6,Average Weight in Pounds,Cattle,"1,219.00",Federally Inspected,Live,Red Meat
May-2003,2003,5,Average Weight in Pounds,Cattle,"1,210.00",Federally Inspected,Live,Red Meat
Apr-2003,2003,4,Average Weight in Pounds,Cattle,"1,211.00",Federally Inspected,Live,Red Meat
Mar-2003,2003,3,Average Weight in Pounds,Cattle,"1,236.00",Federally Inspected,Live,Red Meat
Feb-2003,2003,2,Average Weight in Pounds,Cattle,"1,264.00",Federally Inspected,Live,Red Meat
Jan-2003,2003,1,Average Weight in Pounds,Cattle,"1,272.00",Federally Inspected,Live,Red Meat
Dec-2002,2002,12,Average Weight in Pounds,Cattle,"1,268.00",Federally Inspected,Live,Red Meat
Nov-2002,2002,11,Average Weight in Pounds,Cattle,"1,264.00",Federally Inspected,Live,Red Meat
Oct-2002,2002,10,Average Weight in Pounds,Cattle,"1,274.00",Federally Inspected,Live,Red Meat
Sep-2002,2002,9,Average Weight in Pounds,Cattle,"1,266.00",Federally Inspected,Live,Red Meat
Aug-2002,2002,8,Average Weight in Pounds,Cattle,"1,261.00",Federally Inspected,Live,Red Meat
Jul-2002,2002,7,Average Weight in Pounds,Cattle,"1,250.00",Federally Inspected,Live,Red Meat
Jun-2002,2002,6,Average Weight in Pounds,Cattle,"1,238.00",Federally Inspected,Live,Red Meat
May-2002,2002,5,Average Weight in Pounds,Cattle,"1,225.00",Federally Inspected,Live,Red Meat
Apr-2002,2002,4,Average Weight in Pounds,Cattle,"1,230.00",Federally Inspected,Live,Red Meat
Mar-2002,2002,3,Average Weight in Pounds,Cattle,"1,244.00",Federally Inspected,Live,Red Meat
Feb-2002,2002,2,Average Weight in Pounds,Cattle,"1,259.00",Federally Inspected,Live,Red Meat
Jan-2002,2002,1,Average Weight in Pounds,Cattle,"1,264.00",Federally Inspected,Live,Red Meat
Dec-2001,2001,12,Average Weight in Pounds,Cattle,"1,259.00",Federally Inspected,Live,Red Meat
Nov-2001,2001,11,Average Weight in Pounds,Cattle,"1,258.00",Federally Inspected,Live,Red Meat
Oct-2001,2001,10,Average Weight in Pounds,Cattle,"1,250.00",Federally Inspected,Live,Red Meat
Sep-2001,2001,9,Average Weight in Pounds,Cattle,"1,243.00",Federally Inspected,Live,Red Meat
Aug-2001,2001,8,Average Weight in Pounds,Cattle,"1,229.00",Federally Inspected,Live,Red Meat
Jul-2001,2001,7,Average Weight in Pounds,Cattle,"1,218.00",Federally Inspected,Live,Red Meat
Jun-2001,2001,6,Average Weight in Pounds,Cattle,"1,200.00",Federally Inspected,Live,Red Meat
May-2001,2001,5,Average Weight in Pounds,Cattle,"1,185.00",Federally Inspected,Live,Red Meat
Apr-2001,2001,4,Average Weight in Pounds,Cattle,"1,187.00",Federally Inspected,Live,Red Meat
Mar-2001,2001,3,Average Weight in Pounds,Cattle,"1,201.00",Federally Inspected,Live,Red Meat
Feb-2001,2001,2,Average Weight in Pounds,Cattle,"1,219.00",Federally Inspected,Live,Red Meat
Jan-2001,2001,1,Average Weight in Pounds,Cattle,"1,229.00",Federally Inspected,Live,Red Meat
Dec-2000,2000,12,Average Weight in Pounds,Cattle,"1,227.00",Federally Inspected,Live,Red Meat
Nov-2000,2000,11,Average Weight in Pounds,Cattle,"1,234.00",Federally Inspected,Live,Red Meat
Oct-2000,2000,10,Average Weight in Pounds,Cattle,"1,234.00",Federally Inspected,Live,Red Meat
Sep-2000,2000,9,Average Weight in Pounds,Cattle,"1,233.00",Federally Inspected,Live,Red Meat
Aug-2000,2000,8,Average Weight in Pounds,Cattle,"1,228.00",Federally Inspected,Live,Red Meat
Jul-2000,2000,7,Average Weight in Pounds,Cattle,"1,222.00",Federally Inspected,Live,Red Meat
Jun-2000,2000,6,Average Weight in Pounds,Cattle,"1,207.00",Federally Inspected,Live,Red Meat
May-2000,2000,5,Average Weight in Pounds,Cattle,"1,198.00",Federally Inspected,Live,Red Meat
Apr-2000,2000,4,Average Weight in Pounds,Cattle,"1,204.00",Federally Inspected,Live,Red Meat
Mar-2000,2000,3,Average Weight in Pounds,Cattle,"1,217.00",Federally Inspected,Live,Red Meat
Feb-2000,2000,2,Average Weight in Pounds,Cattle,"1,228.00",Federally Inspected,Live,Red Meat
Jan-2000,2000,1,Average Weight in Pounds,Cattle,"1,233.00",Federally Inspected,Live,Red Meat
Dec-1999,1999,12,Average Weight in Pounds,Cattle,"1,228.00",Federally Inspected,Live,Red Meat
Nov-1999,1999,11,Average Weight in Pounds,Cattle,"1,220.00",Federally Inspected,Live,Red Meat
Oct-1999,1999,10,Average Weight in Pounds,Cattle,"1,217.00",Federally Inspected,Live,Red Meat
Sep-1999,1999,9,Average Weight in Pounds,Cattle,"1,213.00",Federally Inspected,Live,Red Meat
Aug-1999,1999,8,Average Weight in Pounds,Cattle,"1,208.00",Federally Inspected,Live,Red Meat
Jul-1999,1999,7,Average Weight in Pounds,Cattle,"1,208.00",Federally Inspected,Live,Red Meat
Jun-1999,1999,6,Average Weight in Pounds,Cattle,"1,197.00",Federally Inspected,Live,Red Meat
May-1999,1999,5,Average Weight in Pounds,Cattle,"1,191.00",Federally Inspected,Live,Red Meat
Apr-1999,1999,4,Average Weight in Pounds,Cattle,"1,204.00",Federally Inspected,Live,Red Meat
Mar-1999,1999,3,Average Weight in Pounds,Cattle,"1,220.00",Federally Inspected,Live,Red Meat
Feb-1999,1999,2,Average Weight in Pounds,Cattle,"1,225.00",Federally Inspected,Live,Red Meat
Jan-1999,1999,1,Average Weight in Pounds,Cattle,"1,224.00",Federally Inspected,Live,Red Meat
Dec-1998,1998,12,Average Weight in Pounds,Cattle,"1,218.00",Federally Inspected,Live,Red Meat
Nov-1998,1998,11,Average Weight in Pounds,Cattle,"1,214.00",Federally Inspected,Live,Red Meat
Oct-1998,1998,10,Average Weight in Pounds,Cattle,"1,218.00",Federally Inspected,Live,Red Meat
Sep-1998,1998,9,Average Weight in Pounds,Cattle,"1,216.00",Federally Inspected,Live,Red Meat
Aug-1998,1998,8,Average Weight in Pounds,Cattle,"1,213.00",Federally Inspected,Live,Red Meat
Jul-1998,1998,7,Average Weight in Pounds,Cattle,"1,206.00",Federally Inspected,Live,Red Meat
Jun-1998,1998,6,Average Weight in Pounds,Cattle,"1,201.00",Federally Inspected,Live,Red Meat
May-1998,1998,5,Average Weight in Pounds,Cattle,"1,191.00",Federally Inspected,Live,Red Meat
Apr-1998,1998,4,Average Weight in Pounds,Cattle,"1,192.00",Federally Inspected,Live,Red Meat
Mar-1998,1998,3,Average Weight in Pounds,Cattle,"1,203.00",Federally Inspected,Live,Red Meat
Feb-1998,1998,2,Average Weight in Pounds,Cattle,"1,208.00",Federally Inspected,Live,Red Meat
Jan-1998,1998,1,Average Weight in Pounds,Cattle,"1,201.00",Federally Inspected,Live,Red Meat
Dec-1997,1997,12,Average Weight in Pounds,Cattle,"1,197.00",Federally Inspected,Live,Red Meat
Nov-1997,1997,11,Average Weight in Pounds,Cattle,"1,192.00",Federally Inspected,Live,Red Meat
Oct-1997,1997,10,Average Weight in Pounds,Cattle,"1,199.00",Federally Inspected,Live,Red Meat
Sep-1997,1997,9,Average Weight in Pounds,Cattle,"1,196.00",Federally Inspected,Live,Red Meat
Aug-1997,1997,8,Average Weight in Pounds,Cattle,"1,190.00",Federally Inspected,Live,Red Meat
Jul-1997,1997,7,Average Weight in Pounds,Cattle,"1,181.00",Federally Inspected,Live,Red Meat
Jun-1997,1997,6,Average Weight in Pounds,Cattle,"1,163.00",Federally Inspected,Live,Red Meat
May-1997,1997,5,Average Weight in Pounds,Cattle,"1,152.00",Federally Inspected,Live,Red Meat
Apr-1997,1997,4,Average Weight in Pounds,Cattle,"1,155.00",Federally Inspected,Live,Red Meat
Mar-1997,1997,3,Average Weight in Pounds,Cattle,"1,164.00",Federally Inspected,Live,Red Meat
Feb-1997,1997,2,Average Weight in Pounds,Cattle,"1,166.00",Federally Inspected,Live,Red Meat
Jan-1997,1997,1,Average Weight in Pounds,Cattle,"1,164.00",Federally Inspected,Live,Red Meat
Dec-1996,1996,12,Average Weight in Pounds,Cattle,"1,163.00",Federally Inspected,Live,Red Meat
Nov-1996,1996,11,Average Weight in Pounds,Cattle,"1,167.00",Federally Inspected,Live,Red Meat
Oct-1996,1996,10,Average Weight in Pounds,Cattle,"1,178.00",Federally Inspected,Live,Red Meat
Sep-1996,1996,9,Average Weight in Pounds,Cattle,"1,184.00",Federally Inspected,Live,Red Meat
Aug-1996,1996,8,Average Weight in Pounds,Cattle,"1,179.00",Federally Inspected,Live,Red Meat
Jul-1996,1996,7,Average Weight in Pounds,Cattle,"1,167.00",Federally Inspected,Live,Red Meat
Jun-1996,1996,6,Average Weight in Pounds,Cattle,"1,164.00",Federally Inspected,Live,Red Meat
May-1996,1996,5,Average Weight in Pounds,Cattle,"1,160.00",Federally Inspected,Live,Red Meat
Apr-1996,1996,4,Average Weight in Pounds,Cattle,"1,163.00",Federally Inspected,Live,Red Meat
Mar-1996,1996,3,Average Weight in Pounds,Cattle,"1,179.00",Federally Inspected,Live,Red Meat
Feb-1996,1996,2,Average Weight in Pounds,Cattle,"1,180.00",Federally Inspected,Live,Red Meat
Jan-1996,1996,1,Average Weight in Pounds,Cattle,"1,195.00",Federally Inspected,Live,Red Meat
Dec-1995,1995,12,Average Weight in Pounds,Cattle,"1,197.00",Federally Inspected,Live,Red Meat
Nov-1995,1995,11,Average Weight in Pounds,Cattle,"1,192.00",Federally Inspected,Live,Red Meat
Oct-1995,1995,10,Average Weight in Pounds,Cattle,"1,194.00",Federally Inspected,Live,Red Meat
Sep-1995,1995,9,Average Weight in Pounds,Cattle,"1,196.00",Federally Inspected,Live,Red Meat
Aug-1995,1995,8,Average Weight in Pounds,Cattle,"1,191.00",Federally Inspected,Live,Red Meat
Jul-1995,1995,7,Average Weight in Pounds,Cattle,"1,187.00",Federally Inspected,Live,Red Meat
Jun-1995,1995,6,Average Weight in Pounds,Cattle,"1,179.00",Federally Inspected,Live,Red Meat
May-1995,1995,5,Average Weight in Pounds,Cattle,"1,173.00",Federally Inspected,Live,Red Meat
Apr-1995,1995,4,Average Weight in Pounds,Cattle,"1,175.00",Federally Inspected,Live,Red Meat
Mar-1995,1995,3,Average Weight in Pounds,Cattle,"1,180.00",Federally Inspected,Live,Red Meat
Feb-1995,1995,2,Average Weight in Pounds,Cattle,"1,187.00",Federally Inspected,Live,Red Meat
Jan-1995,1995,1,Average Weight in Pounds,Cattle,"1,192.00",Federally Inspected,Live,Red Meat
Dec-1994,1994,12,Average Weight in Pounds,Cattle,"1,193.00",Federally Inspected,Live,Red Meat
Nov-1994,1994,11,Average Weight in Pounds,Cattle,"1,195.00",Federally Inspected,Live,Red Meat
Oct-1994,1994,10,Average Weight in Pounds,Cattle,"1,205.00",Federally Inspected,Live,Red Meat
Sep-1994,1994,9,Average Weight in Pounds,Cattle,"1,208.00",Federally Inspected,Live,Red Meat
Aug-1994,1994,8,Average Weight in Pounds,Cattle,"1,208.00",Federally Inspected,Live,Red Meat
Jul-1994,1994,7,Average Weight in Pounds,Cattle,"1,195.00",Federally Inspected,Live,Red Meat
Jun-1994,1994,6,Average Weight in Pounds,Cattle,"1,181.00",Federally Inspected,Live,Red Meat
May-1994,1994,5,Average Weight in Pounds,Cattle,"1,175.00",Federally Inspected,Live,Red Meat
Apr-1994,1994,4,Average Weight in Pounds,Cattle,"1,178.00",Federally Inspected,Live,Red Meat
Mar-1994,1994,3,Average Weight in Pounds,Cattle,"1,185.00",Federally Inspected,Live,Red Meat
Feb-1994,1994,2,Average Weight in Pounds,Cattle,"1,190.00",Federally Inspected,Live,Red Meat
Jan-1994,1994,1,Average Weight in Pounds,Cattle,"1,196.00",Federally Inspected,Live,Red Meat
Dec-1993,1993,12,Average Weight in Pounds,Cattle,"1,192.00",Federally Inspected,Live,Red Meat
Nov-1993,1993,11,Average Weight in Pounds,Cattle,"1,189.00",Federally Inspected,Live,Red Meat
Oct-1993,1993,10,Average Weight in Pounds,Cattle,"1,192.00",Federally Inspected,Live,Red Meat
Sep-1993,1993,9,Average Weight in Pounds,Cattle,"1,188.00",Federally Inspected,Live,Red Meat
Aug-1993,1993,8,Average Weight in Pounds,Cattle,"1,176.00",Federally Inspected,Live,Red Meat
