Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Dec-1948,1948,12,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Nov-1948,1948,11,Million Pounds,67,Lamb and Mutton,Commercial,Red Meat
Oct-1948,1948,10,Million Pounds,73,Lamb and Mutton,Commercial,Red Meat
Sep-1948,1948,9,Million Pounds,68,Lamb and Mutton,Commercial,Red Meat
Aug-1948,1948,8,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Jul-1948,1948,7,Million Pounds,55,Lamb and Mutton,Commercial,Red Meat
Jun-1948,1948,6,Million Pounds,58,Lamb and Mutton,Commercial,Red Meat
May-1948,1948,5,Million Pounds,47,Lamb and Mutton,Commercial,Red Meat
Apr-1948,1948,4,Million Pounds,53,Lamb and Mutton,Commercial,Red Meat
Mar-1948,1948,3,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Feb-1948,1948,2,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
Jan-1948,1948,1,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Dec-1947,1947,12,Million Pounds,67,Lamb and Mutton,Commercial,Red Meat
Nov-1947,1947,11,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Oct-1947,1947,10,Million Pounds,76,Lamb and Mutton,Commercial,Red Meat
Sep-1947,1947,9,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Aug-1947,1947,8,Million Pounds,57,Lamb and Mutton,Commercial,Red Meat
Jul-1947,1947,7,Million Pounds,59,Lamb and Mutton,Commercial,Red Meat
Jun-1947,1947,6,Million Pounds,60,Lamb and Mutton,Commercial,Red Meat
May-1947,1947,5,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Apr-1947,1947,4,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Mar-1947,1947,3,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Feb-1947,1947,2,Million Pounds,62,Lamb and Mutton,Commercial,Red Meat
Jan-1947,1947,1,Million Pounds,74,Lamb and Mutton,Commercial,Red Meat
Dec-1946,1946,12,Million Pounds,64,Lamb and Mutton,Commercial,Red Meat
Nov-1946,1946,11,Million Pounds,71,Lamb and Mutton,Commercial,Red Meat
Oct-1946,1946,10,Million Pounds,96,Lamb and Mutton,Commercial,Red Meat
Sep-1946,1946,9,Million Pounds,63,Lamb and Mutton,Commercial,Red Meat
Aug-1946,1946,8,Million Pounds,72,Lamb and Mutton,Commercial,Red Meat
Jul-1946,1946,7,Million Pounds,77,Lamb and Mutton,Commercial,Red Meat
Jun-1946,1946,6,Million Pounds,75,Lamb and Mutton,Commercial,Red Meat
May-1946,1946,5,Million Pounds,65,Lamb and Mutton,Commercial,Red Meat
Apr-1946,1946,4,Million Pounds,83,Lamb and Mutton,Commercial,Red Meat
Mar-1946,1946,3,Million Pounds,97,Lamb and Mutton,Commercial,Red Meat
Feb-1946,1946,2,Million Pounds,109,Lamb and Mutton,Commercial,Red Meat
Jan-1946,1946,1,Million Pounds,74,Lamb and Mutton,Commercial,Red Meat
Dec-1945,1945,12,Million Pounds,90,Lamb and Mutton,Commercial,Red Meat
Nov-1945,1945,11,Million Pounds,86,Lamb and Mutton,Commercial,Red Meat
Oct-1945,1945,10,Million Pounds,95,Lamb and Mutton,Commercial,Red Meat
Sep-1945,1945,9,Million Pounds,80,Lamb and Mutton,Commercial,Red Meat
Aug-1945,1945,8,Million Pounds,77,Lamb and Mutton,Commercial,Red Meat
Jul-1945,1945,7,Million Pounds,82,Lamb and Mutton,Commercial,Red Meat
Jun-1945,1945,6,Million Pounds,87,Lamb and Mutton,Commercial,Red Meat
May-1945,1945,5,Million Pounds,87,Lamb and Mutton,Commercial,Red Meat
Apr-1945,1945,4,Million Pounds,78,Lamb and Mutton,Commercial,Red Meat
Mar-1945,1945,3,Million Pounds,87,Lamb and Mutton,Commercial,Red Meat
Feb-1945,1945,2,Million Pounds,81,Lamb and Mutton,Commercial,Red Meat
Jan-1945,1945,1,Million Pounds,100,Lamb and Mutton,Commercial,Red Meat
Dec-1944,1944,12,Million Pounds,91,Lamb and Mutton,Commercial,Red Meat
Nov-1944,1944,11,Million Pounds,91,Lamb and Mutton,Commercial,Red Meat
Oct-1944,1944,10,Million Pounds,100,Lamb and Mutton,Commercial,Red Meat
Sep-1944,1944,9,Million Pounds,91,Lamb and Mutton,Commercial,Red Meat
Aug-1944,1944,8,Million Pounds,87,Lamb and Mutton,Commercial,Red Meat
Jul-1944,1944,7,Million Pounds,82,Lamb and Mutton,Commercial,Red Meat
Jun-1944,1944,6,Million Pounds,79,Lamb and Mutton,Commercial,Red Meat
May-1944,1944,5,Million Pounds,78,Lamb and Mutton,Commercial,Red Meat
Apr-1944,1944,4,Million Pounds,66,Lamb and Mutton,Commercial,Red Meat
Mar-1944,1944,3,Million Pounds,75,Lamb and Mutton,Commercial,Red Meat
Feb-1944,1944,2,Million Pounds,72,Lamb and Mutton,Commercial,Red Meat
Jan-1944,1944,1,Million Pounds,89,Lamb and Mutton,Commercial,Red Meat
Dec-1943,1943,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1943,1943,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1943,1943,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1943,1943,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1943,1943,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1943,1943,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1943,1943,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1943,1943,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1943,1943,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1943,1943,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1943,1943,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1943,1943,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1942,1942,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1942,1942,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1942,1942,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1942,1942,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1942,1942,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1942,1942,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1942,1942,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1942,1942,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1942,1942,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1942,1942,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1942,1942,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1942,1942,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1941,1941,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1941,1941,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1941,1941,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1941,1941,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1941,1941,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1941,1941,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1941,1941,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1941,1941,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1941,1941,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1941,1941,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1941,1941,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1941,1941,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1940,1940,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1940,1940,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1940,1940,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1940,1940,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1940,1940,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1940,1940,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1940,1940,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1940,1940,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1940,1940,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1940,1940,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1940,1940,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1940,1940,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1939,1939,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1939,1939,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1939,1939,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1939,1939,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1939,1939,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1939,1939,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1939,1939,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1939,1939,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1939,1939,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1939,1939,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1939,1939,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1939,1939,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1938,1938,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1938,1938,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1938,1938,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1938,1938,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1938,1938,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1938,1938,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1938,1938,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1938,1938,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1938,1938,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1938,1938,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1938,1938,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1938,1938,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1937,1937,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1937,1937,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1937,1937,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1937,1937,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1937,1937,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1937,1937,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1937,1937,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1937,1937,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1937,1937,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1937,1937,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1937,1937,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1937,1937,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1936,1936,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1936,1936,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1936,1936,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1936,1936,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1936,1936,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1936,1936,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1936,1936,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1936,1936,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1936,1936,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1936,1936,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1936,1936,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1936,1936,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1935,1935,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1935,1935,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1935,1935,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1935,1935,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1935,1935,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1935,1935,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1935,1935,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1935,1935,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1935,1935,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1935,1935,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1935,1935,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1935,1935,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1934,1934,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1934,1934,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1934,1934,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1934,1934,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1934,1934,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1934,1934,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1934,1934,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1934,1934,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1934,1934,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1934,1934,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1934,1934,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1934,1934,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1933,1933,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1933,1933,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1933,1933,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1933,1933,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1933,1933,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1933,1933,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1933,1933,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1933,1933,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1933,1933,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1933,1933,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1933,1933,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1933,1933,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1932,1932,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1932,1932,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1932,1932,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1932,1932,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1932,1932,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1932,1932,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1932,1932,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1932,1932,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1932,1932,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1932,1932,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1932,1932,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1932,1932,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1931,1931,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1931,1931,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1931,1931,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1931,1931,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1931,1931,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1931,1931,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1931,1931,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1931,1931,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1931,1931,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1931,1931,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1931,1931,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1931,1931,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1930,1930,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1930,1930,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1930,1930,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1930,1930,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1930,1930,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1930,1930,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1930,1930,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1930,1930,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1930,1930,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1930,1930,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1930,1930,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1930,1930,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1929,1929,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1929,1929,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1929,1929,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1929,1929,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1929,1929,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1929,1929,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1929,1929,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1929,1929,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1929,1929,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1929,1929,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1929,1929,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1929,1929,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1928,1928,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1928,1928,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1928,1928,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1928,1928,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1928,1928,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1928,1928,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1928,1928,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1928,1928,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1928,1928,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1928,1928,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1928,1928,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1928,1928,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1927,1927,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1927,1927,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1927,1927,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1927,1927,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1927,1927,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1927,1927,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1927,1927,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1927,1927,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1927,1927,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1927,1927,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1927,1927,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1927,1927,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1926,1926,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1926,1926,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1926,1926,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1926,1926,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1926,1926,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1926,1926,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1926,1926,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1926,1926,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1926,1926,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1926,1926,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1926,1926,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1926,1926,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1925,1925,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1925,1925,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1925,1925,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1925,1925,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1925,1925,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1925,1925,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1925,1925,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1925,1925,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1925,1925,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1925,1925,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1925,1925,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1925,1925,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1924,1924,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1924,1924,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1924,1924,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1924,1924,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1924,1924,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1924,1924,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jun-1924,1924,6,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
May-1924,1924,5,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Apr-1924,1924,4,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Mar-1924,1924,3,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Feb-1924,1924,2,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jan-1924,1924,1,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Dec-1923,1923,12,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Nov-1923,1923,11,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Oct-1923,1923,10,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Sep-1923,1923,9,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Aug-1923,1923,8,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
Jul-1923,1923,7,Million Pounds,,Lamb and Mutton,Commercial,Red Meat
