Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
May-2012,2012,5,"1,000 Head",Sows,253.7,Commercial,Red Meat
Apr-2012,2012,4,"1,000 Head",Sows,232.8,Commercial,Red Meat
Mar-2012,2012,3,"1,000 Head",Sows,247,Commercial,Red Meat
Feb-2012,2012,2,"1,000 Head",Sows,236.6,Commercial,Red Meat
Jan-2012,2012,1,"1,000 Head",Sows,246.5,Commercial,Red Meat
Dec-2011,2011,12,"1,000 Head",Sows,261.5,Commercial,Red Meat
Nov-2011,2011,11,"1,000 Head",Sows,270.3,Commercial,Red Meat
Oct-2011,2011,10,"1,000 Head",Sows,267.5,Commercial,Red Meat
Sep-2011,2011,9,"1,000 Head",Sows,268.4,Commercial,Red Meat
Aug-2011,2011,8,"1,000 Head",Sows,272.8,Commercial,Red Meat
Jul-2011,2011,7,"1,000 Head",Sows,231,Commercial,Red Meat
Jun-2011,2011,6,"1,000 Head",Sows,269.8,Commercial,Red Meat
May-2011,2011,5,"1,000 Head",Sows,243.1,Commercial,Red Meat
Apr-2011,2011,4,"1,000 Head",Sows,238.7,Commercial,Red Meat
Mar-2011,2011,3,"1,000 Head",Sows,266.8,Commercial,Red Meat
Feb-2011,2011,2,"1,000 Head",Sows,222.1,Commercial,Red Meat
Jan-2011,2011,1,"1,000 Head",Sows,240,Commercial,Red Meat
Dec-2010,2010,12,"1,000 Head",Sows,254.8,Commercial,Red Meat
Nov-2010,2010,11,"1,000 Head",Sows,260.2,Commercial,Red Meat
Oct-2010,2010,10,"1,000 Head",Sows,260.7,Commercial,Red Meat
Sep-2010,2010,9,"1,000 Head",Sows,253.1,Commercial,Red Meat
Aug-2010,2010,8,"1,000 Head",Sows,246.7,Commercial,Red Meat
Jul-2010,2010,7,"1,000 Head",Sows,241.8,Commercial,Red Meat
Jun-2010,2010,6,"1,000 Head",Sows,249.3,Commercial,Red Meat
May-2010,2010,5,"1,000 Head",Sows,221.1,Commercial,Red Meat
Apr-2010,2010,4,"1,000 Head",Sows,246.1,Commercial,Red Meat
Mar-2010,2010,3,"1,000 Head",Sows,283.2,Commercial,Red Meat
Feb-2010,2010,2,"1,000 Head",Sows,230.5,Commercial,Red Meat
Jan-2010,2010,1,"1,000 Head",Sows,244.3,Commercial,Red Meat
Dec-2009,2009,12,"1,000 Head",Sows,276.8,Commercial,Red Meat
Nov-2009,2009,11,"1,000 Head",Sows,258.7,Commercial,Red Meat
Oct-2009,2009,10,"1,000 Head",Sows,292.4,Commercial,Red Meat
Sep-2009,2009,9,"1,000 Head",Sows,296.5,Commercial,Red Meat
Aug-2009,2009,8,"1,000 Head",Sows,290.7,Commercial,Red Meat
Jul-2009,2009,7,"1,000 Head",Sows,284.4,Commercial,Red Meat
Jun-2009,2009,6,"1,000 Head",Sows,287.4,Commercial,Red Meat
May-2009,2009,5,"1,000 Head",Sows,241.6,Commercial,Red Meat
Apr-2009,2009,4,"1,000 Head",Sows,264.5,Commercial,Red Meat
Mar-2009,2009,3,"1,000 Head",Sows,268.9,Commercial,Red Meat
Feb-2009,2009,2,"1,000 Head",Sows,240.8,Commercial,Red Meat
Jan-2009,2009,1,"1,000 Head",Sows,269.2,Commercial,Red Meat
Dec-2008,2008,12,"1,000 Head",Sows,274,Commercial,Red Meat
Nov-2008,2008,11,"1,000 Head",Sows,249.4,Commercial,Red Meat
Oct-2008,2008,10,"1,000 Head",Sows,312.5,Commercial,Red Meat
Sep-2008,2008,9,"1,000 Head",Sows,301.3,Commercial,Red Meat
Aug-2008,2008,8,"1,000 Head",Sows,289,Commercial,Red Meat
Jul-2008,2008,7,"1,000 Head",Sows,308.1,Commercial,Red Meat
Jun-2008,2008,6,"1,000 Head",Sows,308,Commercial,Red Meat
May-2008,2008,5,"1,000 Head",Sows,297.9,Commercial,Red Meat
Apr-2008,2008,4,"1,000 Head",Sows,312.9,Commercial,Red Meat
Mar-2008,2008,3,"1,000 Head",Sows,301.2,Commercial,Red Meat
Feb-2008,2008,2,"1,000 Head",Sows,272.6,Commercial,Red Meat
Jan-2008,2008,1,"1,000 Head",Sows,306.5,Commercial,Red Meat
Dec-2007,2007,12,"1,000 Head",Sows,266.7,Commercial,Red Meat
Nov-2007,2007,11,"1,000 Head",Sows,292.1,Commercial,Red Meat
Oct-2007,2007,10,"1,000 Head",Sows,314.1,Commercial,Red Meat
Sep-2007,2007,9,"1,000 Head",Sows,259.5,Commercial,Red Meat
Aug-2007,2007,8,"1,000 Head",Sows,296.4,Commercial,Red Meat
Jul-2007,2007,7,"1,000 Head",Sows,269.1,Commercial,Red Meat
Jun-2007,2007,6,"1,000 Head",Sows,268.7,Commercial,Red Meat
May-2007,2007,5,"1,000 Head",Sows,285.6,Commercial,Red Meat
Apr-2007,2007,4,"1,000 Head",Sows,263.3,Commercial,Red Meat
Mar-2007,2007,3,"1,000 Head",Sows,286.8,Commercial,Red Meat
Feb-2007,2007,2,"1,000 Head",Sows,250,Commercial,Red Meat
Jan-2007,2007,1,"1,000 Head",Sows,288.5,Commercial,Red Meat
Dec-2006,2006,12,"1,000 Head",Sows,269.2,Commercial,Red Meat
Nov-2006,2006,11,"1,000 Head",Sows,285.2,Commercial,Red Meat
Oct-2006,2006,10,"1,000 Head",Sows,284.4,Commercial,Red Meat
Sep-2006,2006,9,"1,000 Head",Sows,269.6,Commercial,Red Meat
Aug-2006,2006,8,"1,000 Head",Sows,286.4,Commercial,Red Meat
Jul-2006,2006,7,"1,000 Head",Sows,254.7,Commercial,Red Meat
Jun-2006,2006,6,"1,000 Head",Sows,288.1,Commercial,Red Meat
May-2006,2006,5,"1,000 Head",Sows,285.3,Commercial,Red Meat
Apr-2006,2006,4,"1,000 Head",Sows,248.4,Commercial,Red Meat
Mar-2006,2006,3,"1,000 Head",Sows,289.1,Commercial,Red Meat
Feb-2006,2006,2,"1,000 Head",Sows,239.2,Commercial,Red Meat
Jan-2006,2006,1,"1,000 Head",Sows,260.2,Commercial,Red Meat
Dec-2005,2005,12,"1,000 Head",Sows,268.9,Commercial,Red Meat
Nov-2005,2005,11,"1,000 Head",Sows,268.3,Commercial,Red Meat
Oct-2005,2005,10,"1,000 Head",Sows,266,Commercial,Red Meat
Sep-2005,2005,9,"1,000 Head",Sows,268.5,Commercial,Red Meat
Aug-2005,2005,8,"1,000 Head",Sows,277.4,Commercial,Red Meat
Jul-2005,2005,7,"1,000 Head",Sows,236.9,Commercial,Red Meat
Jun-2005,2005,6,"1,000 Head",Sows,272.6,Commercial,Red Meat
May-2005,2005,5,"1,000 Head",Sows,257.5,Commercial,Red Meat
Apr-2005,2005,4,"1,000 Head",Sows,250,Commercial,Red Meat
Mar-2005,2005,3,"1,000 Head",Sows,281.1,Commercial,Red Meat
Feb-2005,2005,2,"1,000 Head",Sows,242.6,Commercial,Red Meat
Jan-2005,2005,1,"1,000 Head",Sows,258.5,Commercial,Red Meat
Dec-2004,2004,12,"1,000 Head",Sows,278.6,Commercial,Red Meat
Nov-2004,2004,11,"1,000 Head",Sows,272.3,Commercial,Red Meat
Oct-2004,2004,10,"1,000 Head",Sows,266.2,Commercial,Red Meat
Sep-2004,2004,9,"1,000 Head",Sows,281.1,Commercial,Red Meat
Aug-2004,2004,8,"1,000 Head",Sows,281.7,Commercial,Red Meat
Jul-2004,2004,7,"1,000 Head",Sows,271.4,Commercial,Red Meat
Jun-2004,2004,6,"1,000 Head",Sows,284.6,Commercial,Red Meat
May-2004,2004,5,"1,000 Head",Sows,257.7,Commercial,Red Meat
Apr-2004,2004,4,"1,000 Head",Sows,285.3,Commercial,Red Meat
Mar-2004,2004,3,"1,000 Head",Sows,305.6,Commercial,Red Meat
Feb-2004,2004,2,"1,000 Head",Sows,258.7,Commercial,Red Meat
Jan-2004,2004,1,"1,000 Head",Sows,262.6,Commercial,Red Meat
Dec-2003,2003,12,"1,000 Head",Sows,284.1,Commercial,Red Meat
Nov-2003,2003,11,"1,000 Head",Sows,247.3,Commercial,Red Meat
Oct-2003,2003,10,"1,000 Head",Sows,289.3,Commercial,Red Meat
Sep-2003,2003,9,"1,000 Head",Sows,282.8,Commercial,Red Meat
Aug-2003,2003,8,"1,000 Head",Sows,267.1,Commercial,Red Meat
Jul-2003,2003,7,"1,000 Head",Sows,289.7,Commercial,Red Meat
Jun-2003,2003,6,"1,000 Head",Sows,277.8,Commercial,Red Meat
May-2003,2003,5,"1,000 Head",Sows,272.5,Commercial,Red Meat
Apr-2003,2003,4,"1,000 Head",Sows,268.2,Commercial,Red Meat
Mar-2003,2003,3,"1,000 Head",Sows,271,Commercial,Red Meat
Feb-2003,2003,2,"1,000 Head",Sows,233.4,Commercial,Red Meat
Jan-2003,2003,1,"1,000 Head",Sows,272,Commercial,Red Meat
Dec-2002,2002,12,"1,000 Head",Sows,263.5,Commercial,Red Meat
Nov-2002,2002,11,"1,000 Head",Sows,261.3,Commercial,Red Meat
Oct-2002,2002,10,"1,000 Head",Sows,297.4,Commercial,Red Meat
Sep-2002,2002,9,"1,000 Head",Sows,266.3,Commercial,Red Meat
Aug-2002,2002,8,"1,000 Head",Sows,304.9,Commercial,Red Meat
Jul-2002,2002,7,"1,000 Head",Sows,291.6,Commercial,Red Meat
Jun-2002,2002,6,"1,000 Head",Sows,263.1,Commercial,Red Meat
May-2002,2002,5,"1,000 Head",Sows,274.5,Commercial,Red Meat
Apr-2002,2002,4,"1,000 Head",Sows,260.5,Commercial,Red Meat
Mar-2002,2002,3,"1,000 Head",Sows,252.8,Commercial,Red Meat
Feb-2002,2002,2,"1,000 Head",Sows,228.4,Commercial,Red Meat
Jan-2002,2002,1,"1,000 Head",Sows,264.1,Commercial,Red Meat
Dec-2001,2001,12,"1,000 Head",Sows,242.9,Commercial,Red Meat
Nov-2001,2001,11,"1,000 Head",Sows,256,Commercial,Red Meat
Oct-2001,2001,10,"1,000 Head",Sows,278.9,Commercial,Red Meat
Sep-2001,2001,9,"1,000 Head",Sows,242.3,Commercial,Red Meat
Aug-2001,2001,8,"1,000 Head",Sows,260.5,Commercial,Red Meat
Jul-2001,2001,7,"1,000 Head",Sows,243.9,Commercial,Red Meat
Jun-2001,2001,6,"1,000 Head",Sows,247,Commercial,Red Meat
May-2001,2001,5,"1,000 Head",Sows,262.1,Commercial,Red Meat
Apr-2001,2001,4,"1,000 Head",Sows,248.6,Commercial,Red Meat
Mar-2001,2001,3,"1,000 Head",Sows,269.8,Commercial,Red Meat
Feb-2001,2001,2,"1,000 Head",Sows,226.4,Commercial,Red Meat
Jan-2001,2001,1,"1,000 Head",Sows,275.7,Commercial,Red Meat
Dec-2000,2000,12,"1,000 Head",Sows,240.4,Commercial,Red Meat
Nov-2000,2000,11,"1,000 Head",Sows,271.7,Commercial,Red Meat
Oct-2000,2000,10,"1,000 Head",Sows,274.8,Commercial,Red Meat
Sep-2000,2000,9,"1,000 Head",Sows,254.8,Commercial,Red Meat
Aug-2000,2000,8,"1,000 Head",Sows,284.5,Commercial,Red Meat
Jul-2000,2000,7,"1,000 Head",Sows,245.2,Commercial,Red Meat
Jun-2000,2000,6,"1,000 Head",Sows,266,Commercial,Red Meat
May-2000,2000,5,"1,000 Head",Sows,252.4,Commercial,Red Meat
Apr-2000,2000,4,"1,000 Head",Sows,225.6,Commercial,Red Meat
Mar-2000,2000,3,"1,000 Head",Sows,267.5,Commercial,Red Meat
Feb-2000,2000,2,"1,000 Head",Sows,235.8,Commercial,Red Meat
Jan-2000,2000,1,"1,000 Head",Sows,234.9,Commercial,Red Meat
Dec-1999,1999,12,"1,000 Head",Sows,271.9,Commercial,Red Meat
Nov-1999,1999,11,"1,000 Head",Sows,284.1,Commercial,Red Meat
Oct-1999,1999,10,"1,000 Head",Sows,276,Commercial,Red Meat
Sep-1999,1999,9,"1,000 Head",Sows,293.7,Commercial,Red Meat
Aug-1999,1999,8,"1,000 Head",Sows,307.7,Commercial,Red Meat
Jul-1999,1999,7,"1,000 Head",Sows,281.9,Commercial,Red Meat
Jun-1999,1999,6,"1,000 Head",Sows,282.9,Commercial,Red Meat
May-1999,1999,5,"1,000 Head",Sows,251.5,Commercial,Red Meat
Apr-1999,1999,4,"1,000 Head",Sows,280.1,Commercial,Red Meat
Mar-1999,1999,3,"1,000 Head",Sows,308,Commercial,Red Meat
Feb-1999,1999,2,"1,000 Head",Sows,269.5,Commercial,Red Meat
Jan-1999,1999,1,"1,000 Head",Sows,288.8,Commercial,Red Meat
Dec-1998,1998,12,"1,000 Head",Sows,320.9,Commercial,Red Meat
Nov-1998,1998,11,"1,000 Head",Sows,292.7,Commercial,Red Meat
Oct-1998,1998,10,"1,000 Head",Sows,313.9,Commercial,Red Meat
Sep-1998,1998,9,"1,000 Head",Sows,302.5,Commercial,Red Meat
Aug-1998,1998,8,"1,000 Head",Sows,301.3,Commercial,Red Meat
Jul-1998,1998,7,"1,000 Head",Sows,314.8,Commercial,Red Meat
Jun-1998,1998,6,"1,000 Head",Sows,293,Commercial,Red Meat
May-1998,1998,5,"1,000 Head",Sows,265.5,Commercial,Red Meat
Apr-1998,1998,4,"1,000 Head",Sows,286.6,Commercial,Red Meat
Mar-1998,1998,3,"1,000 Head",Sows,284,Commercial,Red Meat
Feb-1998,1998,2,"1,000 Head",Sows,251.5,Commercial,Red Meat
Jan-1998,1998,1,"1,000 Head",Sows,270.6,Commercial,Red Meat
Dec-1997,1997,12,"1,000 Head",Sows,287.5,Commercial,Red Meat
Nov-1997,1997,11,"1,000 Head",Sows,268,Commercial,Red Meat
Oct-1997,1997,10,"1,000 Head",Sows,289.4,Commercial,Red Meat
Sep-1997,1997,9,"1,000 Head",Sows,269.3,Commercial,Red Meat
Aug-1997,1997,8,"1,000 Head",Sows,254.8,Commercial,Red Meat
Jul-1997,1997,7,"1,000 Head",Sows,268.8,Commercial,Red Meat
Jun-1997,1997,6,"1,000 Head",Sows,259.1,Commercial,Red Meat
May-1997,1997,5,"1,000 Head",Sows,248.7,Commercial,Red Meat
Apr-1997,1997,4,"1,000 Head",Sows,256.5,Commercial,Red Meat
Mar-1997,1997,3,"1,000 Head",Sows,240,Commercial,Red Meat
Feb-1997,1997,2,"1,000 Head",Sows,226,Commercial,Red Meat
Jan-1997,1997,1,"1,000 Head",Sows,255.2,Commercial,Red Meat
Dec-1996,1996,12,"1,000 Head",Sows,255.3,Commercial,Red Meat
Nov-1996,1996,11,"1,000 Head",Sows,250.1,Commercial,Red Meat
Oct-1996,1996,10,"1,000 Head",Sows,284.2,Commercial,Red Meat
Sep-1996,1996,9,"1,000 Head",Sows,266,Commercial,Red Meat
Aug-1996,1996,8,"1,000 Head",Sows,290,Commercial,Red Meat
Jul-1996,1996,7,"1,000 Head",Sows,304.4,Commercial,Red Meat
Jun-1996,1996,6,"1,000 Head",Sows,280.7,Commercial,Red Meat
May-1996,1996,5,"1,000 Head",Sows,320.7,Commercial,Red Meat
Apr-1996,1996,4,"1,000 Head",Sows,331.9,Commercial,Red Meat
Mar-1996,1996,3,"1,000 Head",Sows,302.9,Commercial,Red Meat
Feb-1996,1996,2,"1,000 Head",Sows,298.1,Commercial,Red Meat
Jan-1996,1996,1,"1,000 Head",Sows,311,Commercial,Red Meat
Dec-1995,1995,12,"1,000 Head",Sows,294.6,Commercial,Red Meat
Nov-1995,1995,11,"1,000 Head",Sows,312.2,Commercial,Red Meat
Oct-1995,1995,10,"1,000 Head",Sows,304.1,Commercial,Red Meat
Sep-1995,1995,9,"1,000 Head",Sows,307.6,Commercial,Red Meat
Aug-1995,1995,8,"1,000 Head",Sows,353.4,Commercial,Red Meat
Jul-1995,1995,7,"1,000 Head",Sows,319,Commercial,Red Meat
Jun-1995,1995,6,"1,000 Head",Sows,342.8,Commercial,Red Meat
May-1995,1995,5,"1,000 Head",Sows,311,Commercial,Red Meat
Apr-1995,1995,4,"1,000 Head",Sows,269,Commercial,Red Meat
Mar-1995,1995,3,"1,000 Head",Sows,326.5,Commercial,Red Meat
Feb-1995,1995,2,"1,000 Head",Sows,285.8,Commercial,Red Meat
Jan-1995,1995,1,"1,000 Head",Sows,333,Commercial,Red Meat
Dec-1994,1994,12,"1,000 Head",Sows,390.8,Commercial,Red Meat
Nov-1994,1994,11,"1,000 Head",Sows,386.6,Commercial,Red Meat
Oct-1994,1994,10,"1,000 Head",Sows,362,Commercial,Red Meat
Sep-1994,1994,9,"1,000 Head",Sows,343.5,Commercial,Red Meat
Aug-1994,1994,8,"1,000 Head",Sows,367.2,Commercial,Red Meat
Jul-1994,1994,7,"1,000 Head",Sows,324.7,Commercial,Red Meat
Jun-1994,1994,6,"1,000 Head",Sows,339.4,Commercial,Red Meat
May-1994,1994,5,"1,000 Head",Sows,294.6,Commercial,Red Meat
Apr-1994,1994,4,"1,000 Head",Sows,286.3,Commercial,Red Meat
Mar-1994,1994,3,"1,000 Head",Sows,333.2,Commercial,Red Meat
Feb-1994,1994,2,"1,000 Head",Sows,280.5,Commercial,Red Meat
Jan-1994,1994,1,"1,000 Head",Sows,302.9,Commercial,Red Meat
Dec-1993,1993,12,"1,000 Head",Sows,335.3,Commercial,Red Meat
Nov-1993,1993,11,"1,000 Head",Sows,317.5,Commercial,Red Meat
Oct-1993,1993,10,"1,000 Head",Sows,313.2,Commercial,Red Meat
Sep-1993,1993,9,"1,000 Head",Sows,345.6,Commercial,Red Meat
Aug-1993,1993,8,"1,000 Head",Sows,345.7,Commercial,Red Meat
Jul-1993,1993,7,"1,000 Head",Sows,324.6,Commercial,Red Meat
Jun-1993,1993,6,"1,000 Head",Sows,330.3,Commercial,Red Meat
May-1993,1993,5,"1,000 Head",Sows,280.5,Commercial,Red Meat
Apr-1993,1993,4,"1,000 Head",Sows,299.1,Commercial,Red Meat
Mar-1993,1993,3,"1,000 Head",Sows,316.8,Commercial,Red Meat
Feb-1993,1993,2,"1,000 Head",Sows,272.8,Commercial,Red Meat
Jan-1993,1993,1,"1,000 Head",Sows,314.6,Commercial,Red Meat
Dec-1992,1992,12,"1,000 Head",Sows,353.2,Commercial,Red Meat
Nov-1992,1992,11,"1,000 Head",Sows,318.5,Commercial,Red Meat
Oct-1992,1992,10,"1,000 Head",Sows,346.7,Commercial,Red Meat
Sep-1992,1992,9,"1,000 Head",Sows,352.7,Commercial,Red Meat
Aug-1992,1992,8,"1,000 Head",Sows,343.6,Commercial,Red Meat
Jul-1992,1992,7,"1,000 Head",Sows,386.6,Commercial,Red Meat
Jun-1992,1992,6,"1,000 Head",Sows,366.8,Commercial,Red Meat
May-1992,1992,5,"1,000 Head",Sows,304.2,Commercial,Red Meat
Apr-1992,1992,4,"1,000 Head",Sows,320,Commercial,Red Meat
Mar-1992,1992,3,"1,000 Head",Sows,310.8,Commercial,Red Meat
Feb-1992,1992,2,"1,000 Head",Sows,298.8,Commercial,Red Meat
Jan-1992,1992,1,"1,000 Head",Sows,349.9,Commercial,Red Meat
Dec-1991,1991,12,"1,000 Head",Sows,334.2,Commercial,Red Meat
Nov-1991,1991,11,"1,000 Head",Sows,324.1,Commercial,Red Meat
Oct-1991,1991,10,"1,000 Head",Sows,342.3,Commercial,Red Meat
Sep-1991,1991,9,"1,000 Head",Sows,310.8,Commercial,Red Meat
Aug-1991,1991,8,"1,000 Head",Sows,345.6,Commercial,Red Meat
Jul-1991,1991,7,"1,000 Head",Sows,349.3,Commercial,Red Meat
Jun-1991,1991,6,"1,000 Head",Sows,301.8,Commercial,Red Meat
May-1991,1991,5,"1,000 Head",Sows,294.5,Commercial,Red Meat
Apr-1991,1991,4,"1,000 Head",Sows,280.6,Commercial,Red Meat
Mar-1991,1991,3,"1,000 Head",Sows,268.4,Commercial,Red Meat
Feb-1991,1991,2,"1,000 Head",Sows,261.6,Commercial,Red Meat
Jan-1991,1991,1,"1,000 Head",Sows,313.8,Commercial,Red Meat
Dec-1990,1990,12,"1,000 Head",Sows,296.7,Commercial,Red Meat
Nov-1990,1990,11,"1,000 Head",Sows,317.3,Commercial,Red Meat
Oct-1990,1990,10,"1,000 Head",Sows,339.2,Commercial,Red Meat
Sep-1990,1990,9,"1,000 Head",Sows,313.9,Commercial,Red Meat
Aug-1990,1990,8,"1,000 Head",Sows,378,Commercial,Red Meat
Jul-1990,1990,7,"1,000 Head",Sows,338.3,Commercial,Red Meat
Jun-1990,1990,6,"1,000 Head",Sows,338,Commercial,Red Meat
May-1990,1990,5,"1,000 Head",Sows,321.3,Commercial,Red Meat
Apr-1990,1990,4,"1,000 Head",Sows,275,Commercial,Red Meat
Mar-1990,1990,3,"1,000 Head",Sows,290.9,Commercial,Red Meat
Feb-1990,1990,2,"1,000 Head",Sows,255.6,Commercial,Red Meat
Jan-1990,1990,1,"1,000 Head",Sows,339.9,Commercial,Red Meat
Dec-1989,1989,12,"1,000 Head",Sows,338.4,Commercial,Red Meat
Nov-1989,1989,11,"1,000 Head",Sows,363.1,Commercial,Red Meat
Oct-1989,1989,10,"1,000 Head",Sows,367.6,Commercial,Red Meat
Sep-1989,1989,9,"1,000 Head",Sows,374,Commercial,Red Meat
Aug-1989,1989,8,"1,000 Head",Sows,430.1,Commercial,Red Meat
Jul-1989,1989,7,"1,000 Head",Sows,374.1,Commercial,Red Meat
Jun-1989,1989,6,"1,000 Head",Sows,387.9,Commercial,Red Meat
May-1989,1989,5,"1,000 Head",Sows,352.6,Commercial,Red Meat
Apr-1989,1989,4,"1,000 Head",Sows,297.4,Commercial,Red Meat
Mar-1989,1989,3,"1,000 Head",Sows,325.1,Commercial,Red Meat
Feb-1989,1989,2,"1,000 Head",Sows,277.3,Commercial,Red Meat
Jan-1989,1989,1,"1,000 Head",Sows,340.3,Commercial,Red Meat
Dec-1988,1988,12,"1,000 Head",Sows,339.4,Commercial,Red Meat
Nov-1988,1988,11,"1,000 Head",Sows,355,Commercial,Red Meat
Oct-1988,1988,10,"1,000 Head",Sows,359.3,Commercial,Red Meat
Sep-1988,1988,9,"1,000 Head",Sows,389.4,Commercial,Red Meat
Aug-1988,1988,8,"1,000 Head",Sows,421,Commercial,Red Meat
Jul-1988,1988,7,"1,000 Head",Sows,371.7,Commercial,Red Meat
Jun-1988,1988,6,"1,000 Head",Sows,380.3,Commercial,Red Meat
May-1988,1988,5,"1,000 Head",Sows,293.3,Commercial,Red Meat
Apr-1988,1988,4,"1,000 Head",Sows,268.1,Commercial,Red Meat
Mar-1988,1988,3,"1,000 Head",Sows,306.5,Commercial,Red Meat
Feb-1988,1988,2,"1,000 Head",Sows,293.4,Commercial,Red Meat
Jan-1988,1988,1,"1,000 Head",Sows,290.4,Commercial,Red Meat
Dec-1987,1987,12,"1,000 Head",Sows,296.8,Commercial,Red Meat
Nov-1987,1987,11,"1,000 Head",Sows,285.8,Commercial,Red Meat
Oct-1987,1987,10,"1,000 Head",Sows,305.2,Commercial,Red Meat
Sep-1987,1987,9,"1,000 Head",Sows,327,Commercial,Red Meat
Aug-1987,1987,8,"1,000 Head",Sows,334.7,Commercial,Red Meat
Jul-1987,1987,7,"1,000 Head",Sows,347.5,Commercial,Red Meat
Jun-1987,1987,6,"1,000 Head",Sows,325.2,Commercial,Red Meat
May-1987,1987,5,"1,000 Head",Sows,252.7,Commercial,Red Meat
Apr-1987,1987,4,"1,000 Head",Sows,268,Commercial,Red Meat
Mar-1987,1987,3,"1,000 Head",Sows,255.6,Commercial,Red Meat
Feb-1987,1987,2,"1,000 Head",Sows,239.7,Commercial,Red Meat
Jan-1987,1987,1,"1,000 Head",Sows,266.5,Commercial,Red Meat
Dec-1986,1986,12,"1,000 Head",Sows,346.1,Commercial,Red Meat
Nov-1986,1986,11,"1,000 Head",Sows,276.4,Commercial,Red Meat
Oct-1986,1986,10,"1,000 Head",Sows,304.2,Commercial,Red Meat
Sep-1986,1986,9,"1,000 Head",Sows,316.8,Commercial,Red Meat
Aug-1986,1986,8,"1,000 Head",Sows,328.5,Commercial,Red Meat
Jul-1986,1986,7,"1,000 Head",Sows,353.4,Commercial,Red Meat
Jun-1986,1986,6,"1,000 Head",Sows,311.3,Commercial,Red Meat
May-1986,1986,5,"1,000 Head",Sows,296,Commercial,Red Meat
Apr-1986,1986,4,"1,000 Head",Sows,288.6,Commercial,Red Meat
Mar-1986,1986,3,"1,000 Head",Sows,280,Commercial,Red Meat
Feb-1986,1986,2,"1,000 Head",Sows,287.1,Commercial,Red Meat
Jan-1986,1986,1,"1,000 Head",Sows,352.6,Commercial,Red Meat
Dec-1985,1985,12,"1,000 Head",Sows,360.6,Commercial,Red Meat
Nov-1985,1985,11,"1,000 Head",Sows,336.3,Commercial,Red Meat
Oct-1985,1985,10,"1,000 Head",Sows,368.5,Commercial,Red Meat
Sep-1985,1985,9,"1,000 Head",Sows,334.8,Commercial,Red Meat
Aug-1985,1985,8,"1,000 Head",Sows,374,Commercial,Red Meat
Jul-1985,1985,7,"1,000 Head",Sows,366.1,Commercial,Red Meat
Jun-1985,1985,6,"1,000 Head",Sows,329.5,Commercial,Red Meat
May-1985,1985,5,"1,000 Head",Sows,326.8,Commercial,Red Meat
Apr-1985,1985,4,"1,000 Head",Sows,291.1,Commercial,Red Meat
Mar-1985,1985,3,"1,000 Head",Sows,289.2,Commercial,Red Meat
Feb-1985,1985,2,"1,000 Head",Sows,287.4,Commercial,Red Meat
Jan-1985,1985,1,"1,000 Head",Sows,350.9,Commercial,Red Meat
Dec-1984,1984,12,"1,000 Head",Sows,373.1,Commercial,Red Meat
Nov-1984,1984,11,"1,000 Head",Sows,410.1,Commercial,Red Meat
Oct-1984,1984,10,"1,000 Head",Sows,413.4,Commercial,Red Meat
Sep-1984,1984,9,"1,000 Head",Sows,361.1,Commercial,Red Meat
Aug-1984,1984,8,"1,000 Head",Sows,442.1,Commercial,Red Meat
Jul-1984,1984,7,"1,000 Head",Sows,380.7,Commercial,Red Meat
Jun-1984,1984,6,"1,000 Head",Sows,347.7,Commercial,Red Meat
May-1984,1984,5,"1,000 Head",Sows,330.6,Commercial,Red Meat
Apr-1984,1984,4,"1,000 Head",Sows,311.1,Commercial,Red Meat
Mar-1984,1984,3,"1,000 Head",Sows,319.2,Commercial,Red Meat
Feb-1984,1984,2,"1,000 Head",Sows,318.3,Commercial,Red Meat
Jan-1984,1984,1,"1,000 Head",Sows,386.2,Commercial,Red Meat
Dec-1983,1983,12,"1,000 Head",Sows,417.9,Commercial,Red Meat
Nov-1983,1983,11,"1,000 Head",Sows,431.5,Commercial,Red Meat
Oct-1983,1983,10,"1,000 Head",Sows,441,Commercial,Red Meat
Sep-1983,1983,9,"1,000 Head",Sows,469.5,Commercial,Red Meat
Aug-1983,1983,8,"1,000 Head",Sows,532.7,Commercial,Red Meat
Jul-1983,1983,7,"1,000 Head",Sows,447.6,Commercial,Red Meat
Jun-1983,1983,6,"1,000 Head",Sows,419.9,Commercial,Red Meat
May-1983,1983,5,"1,000 Head",Sows,343.3,Commercial,Red Meat
Apr-1983,1983,4,"1,000 Head",Sows,290.4,Commercial,Red Meat
Mar-1983,1983,3,"1,000 Head",Sows,288.9,Commercial,Red Meat
Feb-1983,1983,2,"1,000 Head",Sows,251.5,Commercial,Red Meat
Jan-1983,1983,1,"1,000 Head",Sows,311.3,Commercial,Red Meat
Dec-1982,1982,12,"1,000 Head",Sows,"1,023.20",Commercial,Red Meat
Dec-2023,2023,12,"1,000 Head",Boars and Stags,23.3,Commercial,Red Meat
Nov-2023,2023,11,"1,000 Head",Boars and Stags,24.9,Commercial,Red Meat
Oct-2023,2023,10,"1,000 Head",Boars and Stags,26.4,Commercial,Red Meat
Sep-2023,2023,9,"1,000 Head",Boars and Stags,26.5,Commercial,Red Meat
Aug-2023,2023,8,"1,000 Head",Boars and Stags,27.9,Commercial,Red Meat
Jul-2023,2023,7,"1,000 Head",Boars and Stags,22.8,Commercial,Red Meat
