Date,Year,Month,Unit,Animal,Weight,Type_Of_Meat
Oct-2021,2021,10,Million Pounds,Lamb and Mutton,25.61,Red Meat
Sep-2021,2021,9,Million Pounds,Lamb and Mutton,22.05,Red Meat
Aug-2021,2021,8,Million Pounds,Lamb and Mutton,21.01,Red Meat
Jul-2021,2021,7,Million Pounds,Lamb and Mutton,21.49,Red Meat
Jun-2021,2021,6,Million Pounds,Lamb and Mutton,21.9,Red Meat
May-2021,2021,5,Million Pounds,Lamb and Mutton,24.75,Red Meat
Apr-2021,2021,4,Million Pounds,Lamb and Mutton,25.34,Red Meat
Mar-2021,2021,3,Million Pounds,Lamb and Mutton,26.83,Red Meat
Feb-2021,2021,2,Million Pounds,Lamb and Mutton,24.47,Red Meat
Jan-2021,2021,1,Million Pounds,Lamb and Mutton,24.91,Red Meat
Dec-2020,2020,12,Million Pounds,Lamb and Mutton,25.92,Red Meat
Nov-2020,2020,11,Million Pounds,Lamb and Mutton,25.73,Red Meat
Oct-2020,2020,10,Million Pounds,Lamb and Mutton,30.67,Red Meat
Sep-2020,2020,9,Million Pounds,Lamb and Mutton,39.47,Red Meat
Aug-2020,2020,8,Million Pounds,Lamb and Mutton,44.71,Red Meat
Jul-2020,2020,7,Million Pounds,Lamb and Mutton,46.52,Red Meat
Jun-2020,2020,6,Million Pounds,Lamb and Mutton,48.02,Red Meat
May-2020,2020,5,Million Pounds,Lamb and Mutton,40.79,Red Meat
Apr-2020,2020,4,Million Pounds,Lamb and Mutton,37.58,Red Meat
Mar-2020,2020,3,Million Pounds,Lamb and Mutton,37.38,Red Meat
Feb-2020,2020,2,Million Pounds,Lamb and Mutton,36.86,Red Meat
Jan-2020,2020,1,Million Pounds,Lamb and Mutton,34.75,Red Meat
Dec-2019,2019,12,Million Pounds,Lamb and Mutton,34.02,Red Meat
Nov-2019,2019,11,Million Pounds,Lamb and Mutton,37.81,Red Meat
Oct-2019,2019,10,Million Pounds,Lamb and Mutton,41.65,Red Meat
Sep-2019,2019,9,Million Pounds,Lamb and Mutton,46.64,Red Meat
Aug-2019,2019,8,Million Pounds,Lamb and Mutton,43.05,Red Meat
Jul-2019,2019,7,Million Pounds,Lamb and Mutton,40.03,Red Meat
Jun-2019,2019,6,Million Pounds,Lamb and Mutton,38.48,Red Meat
May-2019,2019,5,Million Pounds,Lamb and Mutton,40.95,Red Meat
Apr-2019,2019,4,Million Pounds,Lamb and Mutton,31.03,Red Meat
Mar-2019,2019,3,Million Pounds,Lamb and Mutton,35.5,Red Meat
Feb-2019,2019,2,Million Pounds,Lamb and Mutton,38.38,Red Meat
Jan-2019,2019,1,Million Pounds,Lamb and Mutton,36.45,Red Meat
Dec-2018,2018,12,Million Pounds,Lamb and Mutton,37.86,Red Meat
Nov-2018,2018,11,Million Pounds,Lamb and Mutton,39.32,Red Meat
Oct-2018,2018,10,Million Pounds,Lamb and Mutton,40.47,Red Meat
Sep-2018,2018,9,Million Pounds,Lamb and Mutton,39.39,Red Meat
Aug-2018,2018,8,Million Pounds,Lamb and Mutton,42.13,Red Meat
Jul-2018,2018,7,Million Pounds,Lamb and Mutton,38.68,Red Meat
Jun-2018,2018,6,Million Pounds,Lamb and Mutton,35.59,Red Meat
May-2018,2018,5,Million Pounds,Lamb and Mutton,33.99,Red Meat
Apr-2018,2018,4,Million Pounds,Lamb and Mutton,28.62,Red Meat
Mar-2018,2018,3,Million Pounds,Lamb and Mutton,28.28,Red Meat
Feb-2018,2018,2,Million Pounds,Lamb and Mutton,26.79,Red Meat
Jan-2018,2018,1,Million Pounds,Lamb and Mutton,26.71,Red Meat
Dec-2017,2017,12,Million Pounds,Lamb and Mutton,28.98,Red Meat
Nov-2017,2017,11,Million Pounds,Lamb and Mutton,31.59,Red Meat
Oct-2017,2017,10,Million Pounds,Lamb and Mutton,31.42,Red Meat
Sep-2017,2017,9,Million Pounds,Lamb and Mutton,32.38,Red Meat
Aug-2017,2017,8,Million Pounds,Lamb and Mutton,26.77,Red Meat
Jul-2017,2017,7,Million Pounds,Lamb and Mutton,26.18,Red Meat
Jun-2017,2017,6,Million Pounds,Lamb and Mutton,29.86,Red Meat
May-2017,2017,5,Million Pounds,Lamb and Mutton,28.6,Red Meat
Apr-2017,2017,4,Million Pounds,Lamb and Mutton,25.79,Red Meat
Mar-2017,2017,3,Million Pounds,Lamb and Mutton,25.69,Red Meat
Feb-2017,2017,2,Million Pounds,Lamb and Mutton,20.36,Red Meat
Jan-2017,2017,1,Million Pounds,Lamb and Mutton,26.14,Red Meat
Dec-2016,2016,12,Million Pounds,Lamb and Mutton,21.88,Red Meat
Nov-2016,2016,11,Million Pounds,Lamb and Mutton,29.44,Red Meat
Oct-2016,2016,10,Million Pounds,Lamb and Mutton,32.74,Red Meat
Sep-2016,2016,9,Million Pounds,Lamb and Mutton,36.56,Red Meat
Aug-2016,2016,8,Million Pounds,Lamb and Mutton,40.98,Red Meat
Jul-2016,2016,7,Million Pounds,Lamb and Mutton,39.52,Red Meat
Jun-2016,2016,6,Million Pounds,Lamb and Mutton,44.82,Red Meat
May-2016,2016,5,Million Pounds,Lamb and Mutton,39.79,Red Meat
Apr-2016,2016,4,Million Pounds,Lamb and Mutton,40.65,Red Meat
Mar-2016,2016,3,Million Pounds,Lamb and Mutton,40.05,Red Meat
Feb-2016,2016,2,Million Pounds,Lamb and Mutton,47.11,Red Meat
Jan-2016,2016,1,Million Pounds,Lamb and Mutton,41.45,Red Meat
Dec-2015,2015,12,Million Pounds,Lamb and Mutton,44.69,Red Meat
Nov-2015,2015,11,Million Pounds,Lamb and Mutton,40.74,Red Meat
Oct-2015,2015,10,Million Pounds,Lamb and Mutton,41.92,Red Meat
Sep-2015,2015,9,Million Pounds,Lamb and Mutton,41.88,Red Meat
Aug-2015,2015,8,Million Pounds,Lamb and Mutton,39.06,Red Meat
Jul-2015,2015,7,Million Pounds,Lamb and Mutton,35.47,Red Meat
Jun-2015,2015,6,Million Pounds,Lamb and Mutton,38.36,Red Meat
May-2015,2015,5,Million Pounds,Lamb and Mutton,37,Red Meat
Apr-2015,2015,4,Million Pounds,Lamb and Mutton,34.25,Red Meat
Mar-2015,2015,3,Million Pounds,Lamb and Mutton,36.77,Red Meat
Feb-2015,2015,2,Million Pounds,Lamb and Mutton,35.21,Red Meat
Jan-2015,2015,1,Million Pounds,Lamb and Mutton,33.94,Red Meat
Dec-2014,2014,12,Million Pounds,Lamb and Mutton,31.37,Red Meat
Nov-2014,2014,11,Million Pounds,Lamb and Mutton,38.69,Red Meat
Oct-2014,2014,10,Million Pounds,Lamb and Mutton,39.69,Red Meat
Sep-2014,2014,9,Million Pounds,Lamb and Mutton,40.16,Red Meat
Aug-2014,2014,8,Million Pounds,Lamb and Mutton,33.97,Red Meat
Jul-2014,2014,7,Million Pounds,Lamb and Mutton,31.12,Red Meat
Jun-2014,2014,6,Million Pounds,Lamb and Mutton,25.21,Red Meat
May-2014,2014,5,Million Pounds,Lamb and Mutton,26.54,Red Meat
Apr-2014,2014,4,Million Pounds,Lamb and Mutton,28.08,Red Meat
Mar-2014,2014,3,Million Pounds,Lamb and Mutton,26.19,Red Meat
Feb-2014,2014,2,Million Pounds,Lamb and Mutton,25.66,Red Meat
Jan-2014,2014,1,Million Pounds,Lamb and Mutton,24.51,Red Meat
Dec-2013,2013,12,Million Pounds,Lamb and Mutton,21.7,Red Meat
Nov-2013,2013,11,Million Pounds,Lamb and Mutton,23.97,Red Meat
Oct-2013,2013,10,Million Pounds,Lamb and Mutton,23.44,Red Meat
Sep-2013,2013,9,Million Pounds,Lamb and Mutton,21.99,Red Meat
Aug-2013,2013,8,Million Pounds,Lamb and Mutton,23.32,Red Meat
Jul-2013,2013,7,Million Pounds,Lamb and Mutton,19.31,Red Meat
Jun-2013,2013,6,Million Pounds,Lamb and Mutton,19.79,Red Meat
May-2013,2013,5,Million Pounds,Lamb and Mutton,21.46,Red Meat
Apr-2013,2013,4,Million Pounds,Lamb and Mutton,17.62,Red Meat
Mar-2013,2013,3,Million Pounds,Lamb and Mutton,19.83,Red Meat
Feb-2013,2013,2,Million Pounds,Lamb and Mutton,18.77,Red Meat
Jan-2013,2013,1,Million Pounds,Lamb and Mutton,21.38,Red Meat
Dec-2012,2012,12,Million Pounds,Lamb and Mutton,18.98,Red Meat
Nov-2012,2012,11,Million Pounds,Lamb and Mutton,23.21,Red Meat
Oct-2012,2012,10,Million Pounds,Lamb and Mutton,23.45,Red Meat
Sep-2012,2012,9,Million Pounds,Lamb and Mutton,24.23,Red Meat
Aug-2012,2012,8,Million Pounds,Lamb and Mutton,24.29,Red Meat
Jul-2012,2012,7,Million Pounds,Lamb and Mutton,22.46,Red Meat
Jun-2012,2012,6,Million Pounds,Lamb and Mutton,19.68,Red Meat
May-2012,2012,5,Million Pounds,Lamb and Mutton,19.71,Red Meat
Apr-2012,2012,4,Million Pounds,Lamb and Mutton,21.85,Red Meat
Mar-2012,2012,3,Million Pounds,Lamb and Mutton,20.85,Red Meat
Feb-2012,2012,2,Million Pounds,Lamb and Mutton,19.28,Red Meat
Jan-2012,2012,1,Million Pounds,Lamb and Mutton,16.86,Red Meat
Dec-2011,2011,12,Million Pounds,Lamb and Mutton,19.01,Red Meat
Nov-2011,2011,11,Million Pounds,Lamb and Mutton,20.02,Red Meat
Oct-2011,2011,10,Million Pounds,Lamb and Mutton,22.22,Red Meat
Sep-2011,2011,9,Million Pounds,Lamb and Mutton,21.21,Red Meat
Aug-2011,2011,8,Million Pounds,Lamb and Mutton,21.03,Red Meat
Jul-2011,2011,7,Million Pounds,Lamb and Mutton,18.1,Red Meat
Jun-2011,2011,6,Million Pounds,Lamb and Mutton,15.06,Red Meat
May-2011,2011,5,Million Pounds,Lamb and Mutton,13.28,Red Meat
Apr-2011,2011,4,Million Pounds,Lamb and Mutton,12.87,Red Meat
Mar-2011,2011,3,Million Pounds,Lamb and Mutton,12.58,Red Meat
Feb-2011,2011,2,Million Pounds,Lamb and Mutton,13.28,Red Meat
Jan-2011,2011,1,Million Pounds,Lamb and Mutton,15.21,Red Meat
Dec-2010,2010,12,Million Pounds,Lamb and Mutton,16.5,Red Meat
Nov-2010,2010,11,Million Pounds,Lamb and Mutton,16.19,Red Meat
Oct-2010,2010,10,Million Pounds,Lamb and Mutton,18.05,Red Meat
Sep-2010,2010,9,Million Pounds,Lamb and Mutton,19.86,Red Meat
Aug-2010,2010,8,Million Pounds,Lamb and Mutton,22.06,Red Meat
Jul-2010,2010,7,Million Pounds,Lamb and Mutton,22.97,Red Meat
Jun-2010,2010,6,Million Pounds,Lamb and Mutton,20.45,Red Meat
May-2010,2010,5,Million Pounds,Lamb and Mutton,16.45,Red Meat
Apr-2010,2010,4,Million Pounds,Lamb and Mutton,16.31,Red Meat
Mar-2010,2010,3,Million Pounds,Lamb and Mutton,12.92,Red Meat
Feb-2010,2010,2,Million Pounds,Lamb and Mutton,11.76,Red Meat
Jan-2010,2010,1,Million Pounds,Lamb and Mutton,14.52,Red Meat
Dec-2009,2009,12,Million Pounds,Lamb and Mutton,15.05,Red Meat
Nov-2009,2009,11,Million Pounds,Lamb and Mutton,15.3,Red Meat
Oct-2009,2009,10,Million Pounds,Lamb and Mutton,17.43,Red Meat
Sep-2009,2009,9,Million Pounds,Lamb and Mutton,19.05,Red Meat
Aug-2009,2009,8,Million Pounds,Lamb and Mutton,20.06,Red Meat
Jul-2009,2009,7,Million Pounds,Lamb and Mutton,21.57,Red Meat
Jun-2009,2009,6,Million Pounds,Lamb and Mutton,19.69,Red Meat
May-2009,2009,5,Million Pounds,Lamb and Mutton,19.8,Red Meat
Apr-2009,2009,4,Million Pounds,Lamb and Mutton,19.27,Red Meat
Mar-2009,2009,3,Million Pounds,Lamb and Mutton,18.28,Red Meat
Feb-2009,2009,2,Million Pounds,Lamb and Mutton,19.47,Red Meat
Jan-2009,2009,1,Million Pounds,Lamb and Mutton,21,Red Meat
Dec-2008,2008,12,Million Pounds,Lamb and Mutton,21.66,Red Meat
Nov-2008,2008,11,Million Pounds,Lamb and Mutton,21.33,Red Meat
Oct-2008,2008,10,Million Pounds,Lamb and Mutton,20.8,Red Meat
Sep-2008,2008,9,Million Pounds,Lamb and Mutton,21.15,Red Meat
Aug-2008,2008,8,Million Pounds,Lamb and Mutton,19.72,Red Meat
Jul-2008,2008,7,Million Pounds,Lamb and Mutton,19.6,Red Meat
Jun-2008,2008,6,Million Pounds,Lamb and Mutton,18.41,Red Meat
May-2008,2008,5,Million Pounds,Lamb and Mutton,17.78,Red Meat
Apr-2008,2008,4,Million Pounds,Lamb and Mutton,17.12,Red Meat
Mar-2008,2008,3,Million Pounds,Lamb and Mutton,18.16,Red Meat
Feb-2008,2008,2,Million Pounds,Lamb and Mutton,15.18,Red Meat
Jan-2008,2008,1,Million Pounds,Lamb and Mutton,12.92,Red Meat
Dec-2007,2007,12,Million Pounds,Lamb and Mutton,13.1,Red Meat
Nov-2007,2007,11,Million Pounds,Lamb and Mutton,13.94,Red Meat
Oct-2007,2007,10,Million Pounds,Lamb and Mutton,14.73,Red Meat
Sep-2007,2007,9,Million Pounds,Lamb and Mutton,15.69,Red Meat
Aug-2007,2007,8,Million Pounds,Lamb and Mutton,13.81,Red Meat
Jul-2007,2007,7,Million Pounds,Lamb and Mutton,15.41,Red Meat
Jun-2007,2007,6,Million Pounds,Lamb and Mutton,16.64,Red Meat
May-2007,2007,5,Million Pounds,Lamb and Mutton,18.21,Red Meat
Apr-2007,2007,4,Million Pounds,Lamb and Mutton,16,Red Meat
Mar-2007,2007,3,Million Pounds,Lamb and Mutton,15.57,Red Meat
Feb-2007,2007,2,Million Pounds,Lamb and Mutton,15.64,Red Meat
Jan-2007,2007,1,Million Pounds,Lamb and Mutton,15.77,Red Meat
Dec-2006,2006,12,Million Pounds,Lamb and Mutton,15.86,Red Meat
Nov-2006,2006,11,Million Pounds,Lamb and Mutton,15.45,Red Meat
Oct-2006,2006,10,Million Pounds,Lamb and Mutton,15.23,Red Meat
Sep-2006,2006,9,Million Pounds,Lamb and Mutton,15.35,Red Meat
Aug-2006,2006,8,Million Pounds,Lamb and Mutton,15.25,Red Meat
Jul-2006,2006,7,Million Pounds,Lamb and Mutton,15.13,Red Meat
Jun-2006,2006,6,Million Pounds,Lamb and Mutton,15.22,Red Meat
May-2006,2006,5,Million Pounds,Lamb and Mutton,15.25,Red Meat
Apr-2006,2006,4,Million Pounds,Lamb and Mutton,15.45,Red Meat
Mar-2006,2006,3,Million Pounds,Lamb and Mutton,15.78,Red Meat
Feb-2006,2006,2,Million Pounds,Lamb and Mutton,15.73,Red Meat
Jan-2006,2006,1,Million Pounds,Lamb and Mutton,9.97,Red Meat
Dec-2005,2005,12,Million Pounds,Lamb and Mutton,9.33,Red Meat
Nov-2005,2005,11,Million Pounds,Lamb and Mutton,10.14,Red Meat
Oct-2005,2005,10,Million Pounds,Lamb and Mutton,10.94,Red Meat
Sep-2005,2005,9,Million Pounds,Lamb and Mutton,11.79,Red Meat
Aug-2005,2005,8,Million Pounds,Lamb and Mutton,11.76,Red Meat
Jul-2005,2005,7,Million Pounds,Lamb and Mutton,9.36,Red Meat
Jun-2005,2005,6,Million Pounds,Lamb and Mutton,9.72,Red Meat
May-2005,2005,5,Million Pounds,Lamb and Mutton,8.74,Red Meat
Apr-2005,2005,4,Million Pounds,Lamb and Mutton,7.65,Red Meat
Mar-2005,2005,3,Million Pounds,Lamb and Mutton,7.59,Red Meat
Feb-2005,2005,2,Million Pounds,Lamb and Mutton,7.55,Red Meat
Jan-2005,2005,1,Million Pounds,Lamb and Mutton,3.5,Red Meat
Dec-2004,2004,12,Million Pounds,Lamb and Mutton,3.72,Red Meat
Nov-2004,2004,11,Million Pounds,Lamb and Mutton,4.17,Red Meat
Oct-2004,2004,10,Million Pounds,Lamb and Mutton,4.18,Red Meat
Sep-2004,2004,9,Million Pounds,Lamb and Mutton,3.88,Red Meat
Aug-2004,2004,8,Million Pounds,Lamb and Mutton,3.38,Red Meat
Jul-2004,2004,7,Million Pounds,Lamb and Mutton,3.87,Red Meat
Jun-2004,2004,6,Million Pounds,Lamb and Mutton,3.5,Red Meat
May-2004,2004,5,Million Pounds,Lamb and Mutton,3.25,Red Meat
Apr-2004,2004,4,Million Pounds,Lamb and Mutton,3.16,Red Meat
Mar-2004,2004,3,Million Pounds,Lamb and Mutton,3.36,Red Meat
Feb-2004,2004,2,Million Pounds,Lamb and Mutton,3.67,Red Meat
Jan-2004,2004,1,Million Pounds,Lamb and Mutton,3.8,Red Meat
Dec-2003,2003,12,Million Pounds,Lamb and Mutton,4.88,Red Meat
Nov-2003,2003,11,Million Pounds,Lamb and Mutton,4.49,Red Meat
Oct-2003,2003,10,Million Pounds,Lamb and Mutton,6.21,Red Meat
Sep-2003,2003,9,Million Pounds,Lamb and Mutton,5.86,Red Meat
Aug-2003,2003,8,Million Pounds,Lamb and Mutton,5.93,Red Meat
Jul-2003,2003,7,Million Pounds,Lamb and Mutton,5.43,Red Meat
Jun-2003,2003,6,Million Pounds,Lamb and Mutton,5.84,Red Meat
May-2003,2003,5,Million Pounds,Lamb and Mutton,5.02,Red Meat
Apr-2003,2003,4,Million Pounds,Lamb and Mutton,3.9,Red Meat
Mar-2003,2003,3,Million Pounds,Lamb and Mutton,4.06,Red Meat
Feb-2003,2003,2,Million Pounds,Lamb and Mutton,6.23,Red Meat
Jan-2003,2003,1,Million Pounds,Lamb and Mutton,7.12,Red Meat
Dec-2002,2002,12,Million Pounds,Lamb and Mutton,9.26,Red Meat
Nov-2002,2002,11,Million Pounds,Lamb and Mutton,12,Red Meat
Oct-2002,2002,10,Million Pounds,Lamb and Mutton,11.96,Red Meat
Sep-2002,2002,9,Million Pounds,Lamb and Mutton,14.46,Red Meat
Aug-2002,2002,8,Million Pounds,Lamb and Mutton,14.22,Red Meat
Jul-2002,2002,7,Million Pounds,Lamb and Mutton,13.55,Red Meat
Jun-2002,2002,6,Million Pounds,Lamb and Mutton,12.94,Red Meat
May-2002,2002,5,Million Pounds,Lamb and Mutton,13.17,Red Meat
Apr-2002,2002,4,Million Pounds,Lamb and Mutton,10.53,Red Meat
Mar-2002,2002,3,Million Pounds,Lamb and Mutton,11.27,Red Meat
Feb-2002,2002,2,Million Pounds,Lamb and Mutton,13.11,Red Meat
Jan-2002,2002,1,Million Pounds,Lamb and Mutton,11.91,Red Meat
Dec-2001,2001,12,Million Pounds,Lamb and Mutton,11.34,Red Meat
Nov-2001,2001,11,Million Pounds,Lamb and Mutton,13.24,Red Meat
Oct-2001,2001,10,Million Pounds,Lamb and Mutton,13.98,Red Meat
Sep-2001,2001,9,Million Pounds,Lamb and Mutton,15.27,Red Meat
Aug-2001,2001,8,Million Pounds,Lamb and Mutton,15.74,Red Meat
Jul-2001,2001,7,Million Pounds,Lamb and Mutton,15.44,Red Meat
Jun-2001,2001,6,Million Pounds,Lamb and Mutton,14.59,Red Meat
May-2001,2001,5,Million Pounds,Lamb and Mutton,13.55,Red Meat
Apr-2001,2001,4,Million Pounds,Lamb and Mutton,13.73,Red Meat
Mar-2001,2001,3,Million Pounds,Lamb and Mutton,13.14,Red Meat
Feb-2001,2001,2,Million Pounds,Lamb and Mutton,13.83,Red Meat
Jan-2001,2001,1,Million Pounds,Lamb and Mutton,13.46,Red Meat
Dec-2000,2000,12,Million Pounds,Lamb and Mutton,12.49,Red Meat
Nov-2000,2000,11,Million Pounds,Lamb and Mutton,12.2,Red Meat
Oct-2000,2000,10,Million Pounds,Lamb and Mutton,12.87,Red Meat
Sep-2000,2000,9,Million Pounds,Lamb and Mutton,14.04,Red Meat
Aug-2000,2000,8,Million Pounds,Lamb and Mutton,13.56,Red Meat
Jul-2000,2000,7,Million Pounds,Lamb and Mutton,13.98,Red Meat
Jun-2000,2000,6,Million Pounds,Lamb and Mutton,13.14,Red Meat
May-2000,2000,5,Million Pounds,Lamb and Mutton,13.35,Red Meat
Apr-2000,2000,4,Million Pounds,Lamb and Mutton,11.44,Red Meat
Mar-2000,2000,3,Million Pounds,Lamb and Mutton,10.34,Red Meat
Feb-2000,2000,2,Million Pounds,Lamb and Mutton,10.39,Red Meat
Jan-2000,2000,1,Million Pounds,Lamb and Mutton,8.74,Red Meat
Dec-1999,1999,12,Million Pounds,Lamb and Mutton,9.45,Red Meat
Nov-1999,1999,11,Million Pounds,Lamb and Mutton,9.21,Red Meat
Oct-1999,1999,10,Million Pounds,Lamb and Mutton,9.82,Red Meat
Sep-1999,1999,9,Million Pounds,Lamb and Mutton,12.24,Red Meat
Aug-1999,1999,8,Million Pounds,Lamb and Mutton,11.98,Red Meat
Jul-1999,1999,7,Million Pounds,Lamb and Mutton,12.46,Red Meat
Jun-1999,1999,6,Million Pounds,Lamb and Mutton,12.31,Red Meat
May-1999,1999,5,Million Pounds,Lamb and Mutton,13.15,Red Meat
Apr-1999,1999,4,Million Pounds,Lamb and Mutton,12.37,Red Meat
Mar-1999,1999,3,Million Pounds,Lamb and Mutton,12.13,Red Meat
Feb-1999,1999,2,Million Pounds,Lamb and Mutton,10.45,Red Meat
Jan-1999,1999,1,Million Pounds,Lamb and Mutton,11.72,Red Meat
Dec-1998,1998,12,Million Pounds,Lamb and Mutton,11.87,Red Meat
Nov-1998,1998,11,Million Pounds,Lamb and Mutton,12.56,Red Meat
Oct-1998,1998,10,Million Pounds,Lamb and Mutton,12.25,Red Meat
Sep-1998,1998,9,Million Pounds,Lamb and Mutton,14.53,Red Meat
Aug-1998,1998,8,Million Pounds,Lamb and Mutton,16.19,Red Meat
Jul-1998,1998,7,Million Pounds,Lamb and Mutton,16.04,Red Meat
Jun-1998,1998,6,Million Pounds,Lamb and Mutton,16.67,Red Meat
May-1998,1998,5,Million Pounds,Lamb and Mutton,16.31,Red Meat
Apr-1998,1998,4,Million Pounds,Lamb and Mutton,16.23,Red Meat
Mar-1998,1998,3,Million Pounds,Lamb and Mutton,15.28,Red Meat
Feb-1998,1998,2,Million Pounds,Lamb and Mutton,13.92,Red Meat
Jan-1998,1998,1,Million Pounds,Lamb and Mutton,13.74,Red Meat
Dec-1997,1997,12,Million Pounds,Lamb and Mutton,16.53,Red Meat
Nov-1997,1997,11,Million Pounds,Lamb and Mutton,16.89,Red Meat
Oct-1997,1997,10,Million Pounds,Lamb and Mutton,16.12,Red Meat
Sep-1997,1997,9,Million Pounds,Lamb and Mutton,19.38,Red Meat
Aug-1997,1997,8,Million Pounds,Lamb and Mutton,18.54,Red Meat
Jul-1997,1997,7,Million Pounds,Lamb and Mutton,16.59,Red Meat
Jun-1997,1997,6,Million Pounds,Lamb and Mutton,15.22,Red Meat
May-1997,1997,5,Million Pounds,Lamb and Mutton,13.03,Red Meat
Apr-1997,1997,4,Million Pounds,Lamb and Mutton,11.16,Red Meat
Mar-1997,1997,3,Million Pounds,Lamb and Mutton,9.86,Red Meat
Feb-1997,1997,2,Million Pounds,Lamb and Mutton,9.47,Red Meat
Jan-1997,1997,1,Million Pounds,Lamb and Mutton,8.9,Red Meat
Dec-1996,1996,12,Million Pounds,Lamb and Mutton,9.79,Red Meat
Nov-1996,1996,11,Million Pounds,Lamb and Mutton,10.49,Red Meat
Oct-1996,1996,10,Million Pounds,Lamb and Mutton,11.25,Red Meat
Sep-1996,1996,9,Million Pounds,Lamb and Mutton,14.65,Red Meat
Aug-1996,1996,8,Million Pounds,Lamb and Mutton,13.16,Red Meat
Jul-1996,1996,7,Million Pounds,Lamb and Mutton,13.73,Red Meat
Jun-1996,1996,6,Million Pounds,Lamb and Mutton,12.19,Red Meat
May-1996,1996,5,Million Pounds,Lamb and Mutton,13.65,Red Meat
Apr-1996,1996,4,Million Pounds,Lamb and Mutton,12.25,Red Meat
Mar-1996,1996,3,Million Pounds,Lamb and Mutton,13.02,Red Meat
Feb-1996,1996,2,Million Pounds,Lamb and Mutton,9.79,Red Meat
Jan-1996,1996,1,Million Pounds,Lamb and Mutton,7.61,Red Meat
Dec-1995,1995,12,Million Pounds,Lamb and Mutton,7.85,Red Meat
Nov-1995,1995,11,Million Pounds,Lamb and Mutton,7.5,Red Meat
Oct-1995,1995,10,Million Pounds,Lamb and Mutton,7.41,Red Meat
Sep-1995,1995,9,Million Pounds,Lamb and Mutton,10.24,Red Meat
Aug-1995,1995,8,Million Pounds,Lamb and Mutton,10.68,Red Meat
Jul-1995,1995,7,Million Pounds,Lamb and Mutton,12.31,Red Meat
Jun-1995,1995,6,Million Pounds,Lamb and Mutton,13.99,Red Meat
May-1995,1995,5,Million Pounds,Lamb and Mutton,14.93,Red Meat
Apr-1995,1995,4,Million Pounds,Lamb and Mutton,12.68,Red Meat
Mar-1995,1995,3,Million Pounds,Lamb and Mutton,10.83,Red Meat
Feb-1995,1995,2,Million Pounds,Lamb and Mutton,11.62,Red Meat
Jan-1995,1995,1,Million Pounds,Lamb and Mutton,10.91,Red Meat
Dec-1994,1994,12,Million Pounds,Lamb and Mutton,8.8,Red Meat
Nov-1994,1994,11,Million Pounds,Lamb and Mutton,8.95,Red Meat
Oct-1994,1994,10,Million Pounds,Lamb and Mutton,9.26,Red Meat
Sep-1994,1994,9,Million Pounds,Lamb and Mutton,11.02,Red Meat
Aug-1994,1994,8,Million Pounds,Lamb and Mutton,12.03,Red Meat
Jul-1994,1994,7,Million Pounds,Lamb and Mutton,12.12,Red Meat
Jun-1994,1994,6,Million Pounds,Lamb and Mutton,11.37,Red Meat
May-1994,1994,5,Million Pounds,Lamb and Mutton,11.51,Red Meat
Apr-1994,1994,4,Million Pounds,Lamb and Mutton,11.19,Red Meat
Mar-1994,1994,3,Million Pounds,Lamb and Mutton,9.51,Red Meat
Feb-1994,1994,2,Million Pounds,Lamb and Mutton,9.2,Red Meat
Jan-1994,1994,1,Million Pounds,Lamb and Mutton,8.37,Red Meat
Dec-1993,1993,12,Million Pounds,Lamb and Mutton,10.16,Red Meat
Nov-1993,1993,11,Million Pounds,Lamb and Mutton,11.84,Red Meat
Oct-1993,1993,10,Million Pounds,Lamb and Mutton,12.62,Red Meat
Sep-1993,1993,9,Million Pounds,Lamb and Mutton,13.24,Red Meat
Aug-1993,1993,8,Million Pounds,Lamb and Mutton,13.5,Red Meat
Jul-1993,1993,7,Million Pounds,Lamb and Mutton,13.15,Red Meat
Jun-1993,1993,6,Million Pounds,Lamb and Mutton,11.18,Red Meat
May-1993,1993,5,Million Pounds,Lamb and Mutton,11.06,Red Meat
Apr-1993,1993,4,Million Pounds,Lamb and Mutton,6.66,Red Meat
Mar-1993,1993,3,Million Pounds,Lamb and Mutton,6.62,Red Meat
Feb-1993,1993,2,Million Pounds,Lamb and Mutton,6.34,Red Meat
Jan-1993,1993,1,Million Pounds,Lamb and Mutton,7.86,Red Meat
Dec-1992,1992,12,Million Pounds,Lamb and Mutton,8.41,Red Meat
Nov-1992,1992,11,Million Pounds,Lamb and Mutton,8.52,Red Meat
Oct-1992,1992,10,Million Pounds,Lamb and Mutton,8.75,Red Meat
Sep-1992,1992,9,Million Pounds,Lamb and Mutton,9.31,Red Meat
Aug-1992,1992,8,Million Pounds,Lamb and Mutton,11.71,Red Meat
Jul-1992,1992,7,Million Pounds,Lamb and Mutton,10.97,Red Meat
Jun-1992,1992,6,Million Pounds,Lamb and Mutton,9.87,Red Meat
May-1992,1992,5,Million Pounds,Lamb and Mutton,8.58,Red Meat
Apr-1992,1992,4,Million Pounds,Lamb and Mutton,8.46,Red Meat
Mar-1992,1992,3,Million Pounds,Lamb and Mutton,6.67,Red Meat
Feb-1992,1992,2,Million Pounds,Lamb and Mutton,7.26,Red Meat
